ACC_ID	STY_count	countS	countT	countY
O60759	78	50	22	6
P0CZ25	23	17	6	0
Q5JRM2	88	57	19	12
Q92771	117	70	28	19
Q04741	32	17	10	5
Q8IYF1	120	71	38	11
Q9NRM1	199	92	59	48
Q9NYP7	57	20	17	20
O43768	16	8	5	3
O00423	166	81	62	23
Q9Y6X5	75	36	21	18
P0DPD7	44	24	9	11
Q6ZT52	36	18	11	7
Q8WVX9	79	28	26	25
A8MXJ8	67	46	19	2
Q9BQ67	60	30	25	5
Q9Y2T3	81	38	27	16
P0CG29	27	11	9	7
O60243	61	18	24	19
O96004	23	12	6	5
Q7Z2G1	37	18	17	2
Q16695	19	6	10	3
Q8TD20	119	67	36	16
Q9UQL6	175	98	62	15
Q5JQS6	29	16	8	5
Q9BXC0	57	28	17	12
P04439	67	24	29	14
C9JL84	130	59	59	12
P26927	93	32	43	18
Q14526	93	47	23	23
P0DMP1	4	3	1	0
P04035	142	71	52	19
P07900	110	42	43	25
P28358	74	41	22	11
O15225	9	7	2	0
O15131	64	31	23	10
Q9NV88	113	56	35	22
Q9UNL4	41	21	11	9
Q6K0P9	97	50	38	9
A6NGN9	60	26	24	10
Q9UKP3	43	27	13	3
P13861	54	25	17	12
Q6IPM2	117	65	45	7
A4D126	61	32	16	13
Q96AA8	83	41	31	11
Q9HCM3	447	258	151	38
P61925	17	10	6	1
Q8N5Z5	43	21	14	8
Q0VF49	170	94	50	26
Q7Z5Y7	61	30	16	15
Q4G0X4	45	24	14	7
Q14654	57	27	23	7
Q14722	73	40	20	13
O43896	159	86	48	25
Q9P2K6	81	40	19	22
Q05655	87	37	30	20
P83111	81	37	22	22
P51812	110	45	41	24
Q9P0J7	86	45	32	9
Q14500	57	27	19	11
A1A580	20	13	1	6
P33176	135	62	52	21
P48051	77	33	30	14
P00338	46	24	14	8
P17931	34	14	7	13
O43766	55	18	23	14
O95447	117	66	37	14
Q5TA79	16	16	0	0
Q9Y5L5	6	0	5	1
Q9H400	45	25	15	5
P06858	85	43	25	17
O95835	200	110	55	35
Q9BS40	32	8	14	10
O95868	20	10	7	3
O94772	22	15	6	1
P01703	34	20	8	6
O43325	21	6	10	5
O75325	98	46	38	14
A0A075B6J1	37	22	6	9
Q96DS6	29	17	9	3
Q86UE4	112	71	37	4
P0C7V9	41	16	13	12
Q16798	80	24	33	23
A8MXT2	61	36	13	12
Q6P9B6	66	42	15	9
P08235	229	149	49	31
O60336	294	192	73	29
Q8NI22	18	9	5	4
Q96PC5	228	130	61	37
Q5U5Q3	110	65	34	11
Q4G0A6	140	78	48	14
P59773	34	19	10	5
Q9BU76	38	27	8	3
P21741	18	4	12	2
Q9UH92	53	32	12	9
Q9BPX6	66	29	27	10
Q9Y5R2	85	28	28	29
Q9BUR5	37	18	6	13
Q8N339	13	7	6	0
Q5VT25	276	147	87	42
Q96JB8	92	43	26	23
Q3MIW9	141	55	78	8
Q13585	112	53	37	22
Q9Y576	39	20	11	8
Q9C0F0	479	306	156	17
Q8WXH4	31	13	11	7
P98194	144	70	58	16
Q9NVI7	77	32	32	13
Q5VT79	62	27	21	14
Q16790	53	31	16	6
Q15131	47	17	20	10
Q8WUJ3	213	90	72	51
Q9UHD1	52	22	23	7
Q9Y6H1	19	10	7	2
P34810	99	44	48	7
P11836	52	30	15	7
Q9BWV3	71	34	20	17
P12111	446	217	167	62
Q13286	83	49	20	14
Q96KA5	97	36	33	28
P51798	118	59	38	21
O15551	33	12	14	7
P54107	51	19	19	13
Q9UJ71	57	29	19	9
Q9H8E8	144	74	42	28
P32302	58	25	23	10
Q9HBI6	66	27	27	12
Q9NXE8	63	46	9	8
Q9NTQ9	39	15	10	14
P35222	107	42	48	17
Q8WVB6	123	70	38	15
Q86UF2	111	62	31	18
O43310	100	52	39	9
Q7Z4W1	32	15	16	1
Q6ZUT9	197	91	69	37
Q9UJU6	56	27	17	12
Q9BUQ8	93	47	30	16
Q5J5C9	18	5	10	3
Q92904	60	24	21	15
Q6PJP8	206	111	60	35
Q9NX36	55	22	19	14
Q14147	170	88	54	28
O43323	39	16	13	10
Q9NYP3	100	55	34	11
Q86XP1	184	97	63	24
Q7L2E3	165	87	56	22
P15924	455	219	150	86
O60610	151	85	49	17
Q01459	66	26	18	22
Q96F81	281	137	93	51
P26358	233	108	76	49
Q9UHL4	62	24	23	15
Q15125	32	9	14	9
Q9P2K8	254	128	71	55
Q16690	67	36	16	15
Q9H069	52	27	14	11
Q07864	337	158	96	83
Q9HDB8	40	20	12	8
Q15054	86	48	27	11
Q8TDF6	106	60	32	14
Q9BQQ3	85	52	25	8
Q9NPR9	84	44	19	21
I6L899	69	42	21	6
Q5T848	218	122	67	29
Q6PRD1	354	219	105	30
O14775	73	40	23	10
Q5JWF2	124	72	31	21
P04908	13	5	5	3
P13196	100	55	30	15
Q9P2P5	297	160	95	42
Q16777	13	6	4	3
Q96EW2	77	34	32	11
P10321	64	26	25	13
Q8WW32	27	12	4	11
P82970	18	9	8	1
P38567	88	38	28	22
P37235	33	16	11	6
P0DP01	30	13	11	6
A0A0B4J1V0	25	11	10	4
Q8IVG9	3	2	1	0
P01780	22	13	3	6
Q99665	156	82	48	26
O60921	36	19	14	3
Q6UWB1	91	46	35	10
O14979	74	32	18	24
Q8N6P7	122	59	42	21
P31271	57	29	12	16
O60506	86	25	25	36
Q14641	26	15	9	2
P46695	23	12	9	2
Q5T953	48	30	8	10
P27930	76	27	35	14
Q96RY7	217	99	68	50
Q9HB29	96	36	34	26
P05112	27	9	16	2
Q9BXS1	28	11	11	6
Q8N5X7	31	15	11	5
P09914	58	24	13	21
P13164	21	9	8	4
Q92628	292	183	73	36
Q96N16	58	25	27	6
Q8NA54	135	54	49	32
P08727	74	39	21	14
O75578	179	91	62	26
Q6A163	86	40	33	13
Q92985	68	33	24	11
P53708	157	72	49	36
Q9ULR0	23	8	5	10
Q8N752	56	18	20	18
Q16322	87	42	32	13
P24723	88	30	42	16
Q3LI76	51	25	13	13
P78386	88	54	19	15
P60985	12	7	4	1
Q4FZB7	164	101	43	20
Q9HBX8	130	75	34	21
Q8NES3	47	22	17	8
P48742	66	42	15	9
Q6XYB7	24	14	9	1
Q8N3X6	113	66	31	16
Q8IYD9	72	44	19	9
P55268	225	109	82	34
Q6JVE6	27	14	7	6
P07098	71	28	22	21
Q96JN0	99	68	21	10
Q969E1	10	8	2	0
Q5TA76	21	21	0	0
Q07954	698	308	260	130
O94822	309	167	95	47
Q6UXK5	134	61	51	22
Q9HD34	15	6	4	5
Q92604	55	18	19	18
Q9HCJ2	116	43	60	13
A0A0A0MRZ9	34	22	6	6
Q5VUJ6	115	73	30	12
Q96JM4	270	151	84	35
Q7Z3D4	58	32	16	10
Q9HAT1	64	40	18	6
O15165	52	30	15	7
Q8WVP7	83	41	26	16
Q99677	78	32	34	12
Q96KN4	33	16	8	9
Q8TCA0	21	12	8	1
Q16820	137	67	43	27
Q66K74	171	110	52	9
O95460	73	39	23	11
O95983	38	19	15	4
Q9UBB5	54	35	16	3
Q09328	103	47	32	24
Q8NDC0	50	24	15	11
Q9GZY8	57	33	18	6
Q99797	101	48	28	25
Q9H8M7	78	44	21	13
Q9Y4U1	36	15	11	10
Q504T8	91	61	27	3
Q7L4E1	104	61	30	13
Q2TV78	102	42	44	16
A0A0C5B5G6	2	0	0	2
P0DKB6	25	12	6	7
Q8NCY6	33	19	12	2
O96007	36	26	6	4
Q9UKN1	2502	1240	1201	61
Q6UW56	32	11	18	3
Q13790	56	27	17	12
P59510	356	172	113	71
Q9Y426	116	76	36	4
Q96NH3	226	104	69	53
Q01954	187	118	49	20
P55201	198	110	55	33
Q8IVU9	33	15	12	6
Q13829	62	25	21	16
Q9BSQ5	87	53	24	10
B1AJZ1	26	13	11	2
Q5JTZ5	36	18	14	4
Q9H5X1	21	10	8	3
O43916	68	26	26	16
Q9NTK1	36	23	11	2
Q902F8	112	54	44	14
Q9N2K0	128	68	46	14
P42566	152	97	46	9
O14681	55	37	9	9
O95925	14	6	5	3
Q15370	18	8	9	1
Q8N140	50	29	12	9
Q14264	120	44	48	28
Q4G0M1	36	22	8	6
Q8IV48	56	25	18	13
P19447	129	57	42	30
P21860	209	99	69	41
P16930	60	29	19	12
Q5TZK3	17	10	6	1
P57679	125	74	40	11
D6RGX4	70	48	19	3
P51161	25	9	12	4
Q8TDW7	866	418	285	163
A6NC97	57	28	15	14
Q6UXB0	69	52	14	3
P61579	20	8	11	1
Q96GL9	38	15	15	8
Q86US8	210	112	58	40
Q16676	61	38	11	12
Q6ZNL6	247	153	60	34
Q96LA6	85	43	25	17
Q92913	53	27	14	12
P61328	48	28	10	10
Q14315	438	168	190	80
P49354	48	19	10	19
Q9UKT4	86	50	23	13
P0C2W1	40	20	10	10
Q86XK2	129	47	46	36
Q9BT04	66	31	28	7
P23945	118	59	36	23
P16520	60	33	21	6
Q9NY28	83	33	29	21
Q9NU39	55	33	12	10
Q12841	44	19	17	8
O43603	59	28	19	12
O00144	85	31	35	19
A6NGY1	58	35	19	4
Q14332	91	34	36	21
P24522	18	9	7	2
Q99501	120	73	41	6
Q6ZN66	85	36	36	13
O95749	46	15	16	15
Q92847	61	29	22	10
Q9UJ14	101	58	32	11
P0DJR0	35	15	13	7
Q9Y2X7	125	70	39	16
Q5VSY0	56	33	18	5
Q9UK05	83	45	28	10
P01275	30	17	9	4
Q53T59	47	31	11	5
Q6Y1H2	50	19	13	18
O43593	146	83	52	11
P0DPK5	18	5	10	3
Q9Y241	16	7	4	5
Q9Y5Z4	38	18	12	8
P48506	101	45	32	24
Q6UWX4	108	55	22	31
P30511	56	17	23	16
Q0VDF9	77	44	24	9
Q8NAC3	91	56	25	10
Q9UBC0	83	47	30	6
Q9GZZ0	59	34	14	11
P31249	85	48	18	19
P35225	20	11	8	1
Q16552	25	12	9	4
Q5VY09	35	21	11	3
P41091	61	27	26	8
Q9Y283	155	83	51	21
O60684	78	41	26	11
P26010	120	68	37	15
Q6NYC1	84	45	23	16
P18084	130	62	44	24
O60303	254	134	88	32
Q9BZI1	99	45	28	26
P78413	88	43	26	19
Q5JU85	244	158	49	37
A6NCM1	100	48	29	23
Q96CN7	40	20	15	5
Q6GPH6	67	35	24	8
P13646	86	42	30	14
P05154	68	38	20	10
P78508	74	30	32	12
Q16719	58	22	20	16
A0A075B6H7	33	16	11	6
Q96NJ5	95	39	28	28
Q9NR64	130	66	41	23
Q9H2S1	112	57	37	18
A8MTY7	49	21	25	3
Q8N109	83	47	28	8
A8MXZ3	73	31	39	3
P57682	69	44	13	12
Q9Y6Z4	22	15	7	0
Q8N4N8	101	48	36	17
Q5JUK3	207	106	57	44
C9JBD0	21	7	8	6
Q96KK3	82	42	23	17
A0A0C4DH68	27	16	7	4
Q8IUC2	18	5	1	12
P49862	43	20	19	4
Q3LI68	14	5	0	9
P60372	101	86	14	1
Q8WVF5	38	16	16	6
P60014	71	51	16	4
Q15349	107	50	32	25
P0C7H8	29	13	15	1
Q9H427	46	21	15	10
P54317	78	37	26	15
Q9UJU2	68	36	16	16
Q5T751	28	26	2	0
Q5J8X5	37	12	16	9
Q9BTN0	81	40	33	8
Q50LG9	49	26	16	7
Q8NA19	75	39	19	17
Q14814	99	58	31	10
Q96KG7	210	96	72	42
Q16655	19	7	5	7
Q9BV36	94	62	24	8
Q8IW41	61	31	20	10
A8MW99	80	49	20	11
Q9H7P6	63	30	24	9
O00255	89	40	29	20
O15481	72	37	25	10
Q9NX47	32	11	12	9
Q8IWC1	159	93	54	12
P40925	46	25	14	7
Q7KZI7	151	88	44	19
Q8NE86	51	18	18	15
Q9H1L0	18	12	5	1
Q9NYZ2	68	28	23	17
Q6NUT3	78	33	25	20
P31152	85	48	19	18
P31153	54	20	19	15
Q13361	26	10	13	3
P55083	44	20	9	15
Q9NXC5	151	70	55	26
Q13064	64	40	8	16
Q9UPX6	172	104	46	22
Q8IYU8	60	28	23	9
Q96AX9	109	49	46	14
Q9H306	77	25	31	21
Q9ULZ9	88	39	28	21
Q5VWP3	98	55	33	10
Q9UKD2	39	18	13	8
Q9Y6F6	144	95	40	9
P0C860	87	48	23	16
Q9Y4B5	272	174	79	19
Q96AM1	42	23	9	10
Q9P0P8	43	21	13	9
Q14008	268	144	98	26
A1L168	22	16	5	1
P21291	30	12	9	9
Q92784	49	21	15	13
O75911	41	13	23	5
Q96LJ7	50	28	12	10
Q5SXM8	22	11	8	3
Q96JC9	58	39	15	4
P50570	123	63	42	18
Q9BVJ7	15	5	6	4
Q05923	36	21	10	5
O95936	137	70	35	32
Q96FG2	60	31	20	9
Q5NDL2	87	28	29	30
O14682	104	48	32	24
Q13144	105	58	30	17
Q8N8S7	80	48	26	6
Q96D98	18	13	4	1
Q14241	129	80	29	20
Q00013	78	40	25	13
Q32P44	158	98	40	20
P54753	175	83	58	34
P52798	35	19	7	9
O00321	64	33	22	9
Q53R41	118	65	32	21
Q0Z7S8	24	9	13	2
Q8IXL6	76	39	19	18
Q9UBU6	63	31	20	12
Q96Q35	64	30	21	13
Q8NFF5	95	38	36	21
Q6ZVS7	16	4	7	5
Q7Z309	64	47	14	3
Q8TE68	101	64	24	13
P31513	79	40	25	14
Q8N3X1	206	111	80	15
Q14674	305	172	89	44
Q9H4M3	37	14	13	10
Q8NI29	30	18	10	2
Q9UKC9	60	32	23	5
Q8TC99	58	29	23	6
Q9H706	172	101	46	25
P01358	1	1	0	0
O14976	209	122	55	32
O60609	57	31	20	6
Q14390	43	19	17	7
Q4G0N0	18	9	6	3
Q9H1K4	42	16	19	7
Q96CW5	156	75	49	32
A4D2P6	198	125	56	17
O60269	78	57	20	1
P43250	64	24	22	18
P09341	12	8	4	0
Q96SL4	26	11	9	6
Q9H3H5	55	21	22	12
Q9HD26	52	27	16	9
Q8TDT2	78	37	28	13
P51810	68	34	23	11
P04899	55	21	22	12
Q14749	48	19	15	14
P51841	175	85	56	34
Q9Y625	87	37	33	17
Q8N442	97	41	35	21
Q76N89	302	176	76	50
Q8TDB8	81	36	35	10
Q7Z4V5	106	82	17	7
Q7Z4Q2	96	53	38	5
P01893	64	23	26	15
P05204	3	2	1	0
Q9BQS7	180	70	62	48
Q86VS8	92	49	28	15
Q86YV9	87	43	37	7
Q9H3N8	85	53	18	14
Q9NWY4	43	14	15	14
Q7LGA3	48	15	16	17
Q13261	71	37	29	5
P31943	77	37	16	24
P31276	66	37	12	17
Q1KMD3	97	38	22	37
P31274	50	24	12	14
Q96CB8	113	71	39	3
P25963	42	15	19	8
P60568	29	11	14	4
P05111	54	27	21	6
P0DOX7	59	32	18	9
Q9Y366	68	29	27	12
P01571	33	19	9	5
O94854	226	125	97	4
P18564	119	63	40	16
Q6PHW0	35	12	15	8
Q9BW62	60	32	16	12
A0A0A0MT36	32	21	7	4
Q6PIL6	40	18	14	8
Q7Z7F0	106	49	38	19
Q7Z3B3	227	146	71	10
Q587J8	27	14	11	2
Q8N7Y1	35	24	10	1
P52732	184	89	78	17
P01601	32	19	7	6
P50748	353	179	112	62
P17252	82	34	28	20
Q9UEF7	152	59	44	49
Q9UK32	104	45	34	25
P59990	24	19	3	2
Q12791	223	129	59	35
Q92845	89	36	22	31
A8MX34	88	53	27	8
Q3LI73	24	8	2	14
Q8NEZ4	871	502	282	87
Q9H3M0	77	38	23	16
Q92953	164	88	57	19
Q9BYR2	47	28	16	3
Q8TBQ9	11	6	3	2
Q86U70	78	38	28	12
O14633	16	15	1	0
P00709	19	8	7	4
Q01650	77	34	27	16
H3BQJ8	21	12	8	1
A6NJW4	42	22	15	5
Q86SG7	35	19	10	6
Q9BY71	30	17	8	5
Q86VH5	107	59	32	16
P01714	31	16	9	6
Q5T3J3	171	92	66	13
Q92918	125	70	41	14
Q6NSJ5	101	46	32	23
Q8N386	44	29	9	6
Q5VYJ5	387	208	128	51
P27816	221	114	101	6
Q96JE9	95	58	28	9
Q8N8X9	47	18	19	10
Q9NU22	787	428	252	107
P51948	36	14	13	9
Q9Y5Q3	55	34	14	7
Q96M61	55	26	18	11
Q16706	214	109	58	47
Q9P0N8	43	19	19	5
Q68D91	45	24	12	9
Q9Y2H9	312	192	88	32
O43148	79	40	20	19
P49901	13	9	4	0
Q13503	23	12	8	3
Q3V5L5	105	46	35	24
P33032	55	29	15	11
Q13164	109	58	34	17
A8MYZ0	77	39	26	12
Q6ZSS7	149	61	61	27
P16455	21	12	6	3
Q9H825	49	29	11	9
Q08431	60	29	18	13
Q5JXC2	80	56	18	6
Q8WXB1	29	8	15	6
Q2KHM9	146	89	41	16
Q9H903	43	19	20	4
Q02750	51	30	12	9
Q9UPW5	218	99	70	49
Q6IMN6	235	136	65	34
P24864	55	27	15	13
Q7Z7H3	58	33	15	10
P83916	22	13	5	4
P20160	37	20	15	2
Q86VP6	208	111	66	31
Q9UF02	59	32	13	14
P0DN79	75	33	34	8
Q14781	103	69	31	3
Q7Z3S7	180	82	62	36
Q8NCB2	90	33	41	16
P13994	69	36	21	12
Q9BZC1	64	32	18	14
Q96BS2	28	15	9	4
A8MXV6	33	17	13	3
Q5VT06	614	403	163	48
Q9NS84	47	22	13	12
Q9P2B7	124	81	29	14
Q5JTJ3	21	13	5	3
O75175	148	84	42	22
Q86X95	89	64	15	10
H7C241	42	17	15	10
Q9H1P6	14	5	7	2
Q9BZJ0	119	46	36	37
Q8N668	31	19	9	3
Q9NR63	80	37	32	11
P04798	78	41	24	13
Q8NE35	109	68	25	16
P36383	62	25	18	19
P49238	61	25	20	16
Q9H799	536	310	156	70
P29033	36	13	14	9
Q9UQB3	261	149	69	43
O15194	38	22	8	8
Q6NSW5	53	19	22	12
Q8N568	147	85	43	19
Q05329	83	34	28	21
P43146	299	148	105	46
A2VCK2	50	24	16	10
Q8TBM8	57	26	14	17
Q9Y2G8	135	65	34	36
Q6E0U4	92	67	17	8
O00115	61	32	14	15
Q8WZ79	74	31	22	21
P06340	33	14	12	7
Q96HY7	131	61	44	26
Q96GE9	21	8	8	5
Q9NRD8	215	106	61	48
P63172	25	11	10	4
Q9BSW2	40	20	15	5
Q99848	34	17	11	6
O42043	92	44	36	12
P61565	110	53	43	14
O60447	125	75	36	14
Q9NVI1	218	129	60	29
Q9H4H8	120	65	40	15
P14921	81	38	22	21
Q9BQL6	104	54	30	20
Q0VG06	134	75	46	13
Q9BZS1	63	40	19	4
Q9BXU8	28	11	7	10
E5RQL4	19	13	4	2
Q9C0D6	206	138	58	10
P21333	445	185	175	85
Q8NEZ5	53	27	20	6
Q96A11	52	20	16	16
Q96PP9	82	38	29	15
Q8NHY3	126	72	42	12
P50151	8	7	0	1
P10912	115	58	39	18
H0YKK7	47	27	15	5
A8MZA4	43	16	23	4
Q9UEU5	13	6	5	2
Q9BVM4	18	6	5	7
A8MVW5	87	35	30	22
Q14213	46	22	16	8
P01589	56	20	28	8
Q9BZV3	261	155	71	35
Q6U949	19	15	4	0
P40305	25	17	7	1
Q96M15	24	14	6	4
P05000	31	19	8	4
Q9NSI5	81	45	31	5
Q969P0	92	38	33	21
Q14624	158	75	61	22
Q9UPP5	272	181	82	9
Q6UWN8	12	7	3	2
P26006	161	68	57	36
Q9NYR9	33	19	8	6
Q6NSI8	121	59	42	20
Q9NVX7	89	41	30	18
P19013	92	57	25	10
Q86Y46	98	59	22	17
Q9H8X2	74	35	19	20
P48729	57	21	17	19
Q96SI1	50	26	15	9
P13647	109	68	26	15
A0A0U1RQI7	328	106	190	32
P06315	24	10	10	4
A6PVL3	18	12	5	1
Q9NVR0	107	49	30	28
O00522	115	48	39	28
P41743	84	43	23	18
O76015	71	36	27	8
Q07866	74	31	22	21
Q3LI58	25	9	2	14
Q86W92	157	90	53	14
Q9ULD8	182	98	57	27
Q8IZU9	150	81	48	21
O75112	162	81	56	25
P50458	80	36	31	13
Q53QV2	14	7	4	3
O00453	13	8	2	3
Q8IV03	58	45	8	5
Q92539	173	100	47	26
Q969L4	16	6	8	2
O95372	28	13	12	3
Q96S90	39	21	14	4
Q9Y4K0	113	51	34	28
A6NIK2	24	12	8	4
Q02078	112	67	34	11
Q8N9Z9	84	46	27	11
P61244	31	22	5	4
Q7L590	137	70	54	13
A0A1B0GVZ6	22	14	7	1
O60732	348	272	57	19
C9JLW8	21	13	5	3
Q9BUT9	24	10	11	3
P43365	52	27	15	10
Q8TD91	105	55	34	16
O00754	151	60	57	34
Q86YJ5	56	32	15	9
Q8N6Q8	100	52	28	20
Q9NR56	58	20	30	8
O75121	76	32	34	10
P58340	43	31	9	3
Q9BWT6	27	15	8	4
Q8N108	85	48	22	15
Q96G30	38	21	10	7
Q8NB16	64	32	21	11
Q8IXF9	48	23	18	7
Q7Z5J8	225	100	71	54
Q6NSI1	39	20	14	5
O76027	53	25	21	7
Q8IVF6	116	53	42	21
Q15052	140	75	47	18
Q96K21	62	32	23	7
Q9UBL0	171	104	45	22
P46597	54	22	18	14
Q8WXI3	58	29	23	6
P05023	142	58	60	24
Q13873	208	99	81	28
Q00994	1	1	0	0
P59827	80	32	33	15
Q7L4P6	54	27	12	15
Q9HAW0	70	34	25	11
Q8NHY0	78	35	27	16
Q8NDB2	118	57	38	23
Q0P6D6	109	51	29	29
Q0P641	34	18	10	6
A6NI56	70	48	19	3
Q8NHW4	20	10	5	5
Q12864	142	57	57	28
Q6P1S2	45	24	13	8
Q5TG92	33	21	8	4
Q8NHQ1	77	39	22	16
Q9Y375	55	27	16	12
Q7Z7K6	48	27	18	3
Q6ZTQ4	164	61	73	30
Q86XR8	84	53	21	10
O75419	88	47	27	14
Q96RK0	312	185	108	19
P08962	22	10	6	6
Q96Q77	28	8	11	9
Q6IQ19	44	26	10	8
P24941	41	14	17	10
P55273	16	7	9	0
O43822	46	27	16	3
P01024	270	108	105	57
P0C0L5	288	146	90	52
Q9UGN4	58	28	23	7
P0C0L4	286	145	89	52
Q9BQ75	34	20	11	3
P39059	187	99	74	14
Q9UMR7	44	25	14	5
Q7Z624	44	20	16	8
P46108	47	28	8	11
Q5IJ48	150	76	61	13
O75746	99	39	35	25
P13611	838	358	402	78
Q16281	118	50	41	27
Q8IY21	249	123	70	56
O60879	129	69	37	23
P0DN84	5	3	1	1
Q9Y394	52	24	20	8
Q96DY2	44	24	13	7
P42126	36	18	12	6
P57057	95	45	31	19
O14610	5	3	1	1
Q4V321	14	6	5	3
Q13283	50	27	14	9
P47870	98	32	37	29
A1L429	14	6	5	3
Q8TF65	39	18	15	6
Q13065	14	6	5	3
Q6UWU2	104	40	36	28
Q49A26	80	43	27	10
Q15835	71	35	18	18
Q6ISB3	122	57	36	29
P23416	76	30	30	16
P28799	84	44	34	6
Q8NCW6	89	45	21	23
P60893	61	22	26	13
Q8TDV5	61	32	18	11
Q7Z602	47	17	14	16
P18283	26	9	10	7
Q9BY21	71	33	20	18
O43555	20	12	7	1
P43220	83	40	22	21
P13224	19	7	10	2
Q12967	170	98	48	24
P06028	25	13	9	3
Q96QV6	15	8	4	3
Q8N7I0	41	29	9	3
Q8NG08	183	94	67	22
P13716	42	19	11	12
Q4VC39	18	7	9	2
O00291	159	94	48	17
Q9BW71	92	70	16	6
P52926	15	10	5	0
P09429	23	11	5	7
Q2TB90	117	40	56	21
P0C7T4	10	6	4	0
Q8WWQ2	89	41	24	24
O43301	114	49	42	23
A0A0C4DH39	27	13	10	4
P10997	15	7	6	2
P0DP08	34	18	8	8
A0A0C4DH43	33	13	17	3
P01763	26	15	4	7
P31275	40	26	4	10
A0A0B4J1V7	31	12	11	8
Q9H1B7	127	84	30	13
P40189	198	85	79	34
Q5TF58	64	31	26	7
Q04637	233	123	82	28
Q8N9C0	145	65	60	20
P63241	19	8	8	3
O60271	228	126	73	29
Q86T90	109	64	34	11
P08779	95	61	20	14
A6NK06	81	42	27	12
Q96CX2	66	35	17	14
Q96EK5	74	27	20	27
P43632	57	34	14	9
O43526	149	86	35	28
O15066	107	55	34	18
O95198	94	39	33	22
Q9H0H3	99	50	34	15
O75564	68	43	18	7
A0A087WSZ0	32	17	8	7
Q04759	77	33	27	17
Q9H478	10	7	3	0
Q12918	47	31	11	5
A4D1S0	56	36	13	7
Q8IUG1	52	31	17	4
Q701N2	49	45	0	4
P04183	29	12	11	6
Q969X1	63	16	23	24
O75023	112	53	34	25
Q2Q1W2	105	68	25	12
P07864	52	30	15	7
Q9BT23	21	10	7	4
Q8N149	102	57	25	20
Q12912	103	66	32	5
Q1L5Z9	83	50	21	12
P0DP75	25	14	10	1
Q5SRR4	30	18	7	5
Q9Y608	143	87	29	27
Q8N1E2	38	19	10	9
O15296	96	41	37	18
P12980	33	18	12	3
A0A075B6K6	32	18	8	6
Q9P127	62	43	13	6
Q86UE6	77	36	25	16
Q6UWN5	47	18	22	7
Q96PB8	41	21	14	6
Q8N7C0	59	24	26	9
Q6ZNQ3	40	16	16	8
Q8N5U1	32	16	13	3
Q9H9A6	89	53	29	7
Q8N485	51	30	12	9
P09848	351	161	103	87
Q8TD90	73	34	24	15
P46821	540	295	182	63
P20916	109	54	33	22
O00470	58	32	17	9
Q13394	48	26	11	11
Q96JY0	75	47	12	16
P35240	68	26	27	15
P43356	48	26	12	10
Q8WZ33	21	9	8	4
A6NNE9	57	33	14	10
A6NCF6	64	35	22	7
Q9BZ81	50	23	10	17
Q99750	43	27	14	2
Q8NA82	157	111	32	14
A1Z1Q3	58	27	21	10
Q86YW9	356	199	102	55
Q9BY79	103	58	33	12
P53778	52	16	21	15
P05090	26	8	11	7
P32121	60	24	24	12
Q9H7F0	198	84	72	42
Q14201	35	16	8	11
Q8TDH9	21	11	8	2
Q6PI77	79	40	33	6
Q8TF44	68	48	15	5
Q9NSY1	190	108	59	23
Q16589	54	31	16	7
Q9UK58	108	64	33	11
O75150	120	63	43	14
Q8N1B3	32	12	9	11
Q8N350	119	60	50	9
Q9NQ75	155	90	48	17
P20248	65	25	23	17
Q5NE16	30	17	9	4
P0C7W6	35	17	13	5
P10092	23	15	6	2
Q8WXQ8	82	39	25	18
Q8IYT3	96	53	37	6
Q6ZSJ8	5	4	1	0
Q8N5S3	53	28	17	8
P22676	36	16	8	12
P21730	60	24	25	11
Q01668	329	157	104	68
A0A0U1RR11	31	17	11	3
Q9H1C7	17	1	7	9
Q4LDR2	12	8	3	1
Q9NRG7	37	14	18	5
P58513	13	8	3	2
Q99895	39	18	15	6
Q8NI51	111	48	48	15
P49711	99	34	47	18
P0CG41	117	66	32	19
O00571	123	75	24	24
Q9ULE3	151	98	35	18
Q9GZP9	29	8	11	10
Q5T6F0	82	40	24	18
Q9H773	23	12	8	3
Q7Z7B7	18	8	8	2
Q8TF09	15	4	9	2
P52824	111	68	32	11
Q9UPY3	336	155	98	83
O00429	103	47	43	13
Q6IAN0	56	22	23	11
O14490	205	119	63	23
Q0VDD8	577	279	208	90
Q6ZPD8	55	18	24	13
Q13627	155	75	51	29
O14641	153	94	38	21
Q92997	149	94	37	18
O75461	41	22	13	6
Q14209	78	36	30	12
Q96F86	75	45	21	9
Q86XH1	92	32	35	25
Q8NEX9	48	21	14	13
Q9BZQ6	145	69	50	26
Q7L5Y1	52	20	19	13
P56282	90	39	34	17
Q9NVF9	47	16	11	20
Q12929	134	77	37	20
Q86SJ6	182	80	65	37
Q9BY44	98	39	38	21
Q9NR50	63	36	16	11
P29323	187	80	68	39
Q9Y6C2	136	80	40	16
O75354	88	37	31	20
Q14156	117	59	35	23
Q96KP1	152	78	53	21
Q4AE62	71	35	18	18
P22732	73	33	23	17
Q14469	46	26	17	3
P01889	66	26	24	16
P06865	94	37	33	24
Q04756	116	56	38	22
O00479	7	5	2	0
Q30201	49	20	17	12
Q4G112	119	65	37	17
P00738	61	18	22	21
A0A075B6Q5	26	15	4	7
A0A0C4DH34	33	18	7	8
P0DP04	23	13	4	6
Q92902	119	59	36	24
Q9NYY1	30	14	11	5
