ACC_ID	STY_count	#P-sites	Perc_Psites	#proj_NSAF	NSAF_sum	NSAF_max	NSAF_avg	length	arbitary_abundance	NSAF_log	#P-sites_log	Perc_Psites_log	NSAF_log_norm	PRIDE	UP_PRIDE
P08514	140	3	2.142857142857143	10	0.00034914869291179546	0.0002450344815538401	3.4914869291179544e-05	1039	low	-10.262597765302681	1.0986122886681098	0.7621400520468967	0.3844919157221948	3	0
P26006	161	4	2.4844720496894412	17	0.0007011796048015292	0.00015599167410139882	4.1245859105972304e-05	1051	low	-10.09595983553229	1.3862943611198906	0.9100601821235191	0.39477256015738876	4	0
P13612	175	4	2.2857142857142856	14	0.0005116614587700997	0.0003418976739993205	3.6547247055007116e-05	1032	low	-10.216904694577623	1.3862943611198906	0.8266785731844679	0.3873109270596722	3	1
P08648	171	4	2.3391812865497075	21	0.0006499239125566175	0.00017064871095603156	3.0948757740791305e-05	1049	low	-10.383177697254995	1.3862943611198906	0.8498009906053221	0.3770527966205011	3	1
P23229	183	7	3.825136612021858	17	0.0009245481832502111	0.0002092244303825193	5.438518725001242e-05	1130	low	-9.819418734379202	1.9459101490553132	1.341594182201984	0.4118336262459393	7	0
Q13683	155	4	2.5806451612903225	9	4.279575465666218e-05	2.6413934140986816e-05	4.7550838507402425e-06	1181	low	-12.256296227897325	1.3862943611198906	0.9480394301887354	0.26149167782215493	4	0
P53708	157	1	0.6369426751592357	7	2.9070844156919738e-05	7.773257074821501e-06	4.15297773670282e-06	1063	low	-12.39168495410469	0.0	-0.45107561936021656	0.2531389375031315	1	0
Q13349	205	1	0.4878048780487805	5	1.3265483415520891e-05	6.492907124929143e-06	2.6530966831041783e-06	1161	low	-12.839783040538595	0.0	-0.7178397931503169	0.22549374828921517	1	0
P38570	190	1	0.5263157894736842	5	6.053046733000858e-06	3.556490752595076e-06	1.2106093466001717e-06	1179	low	-13.62438673288409	0.0	-0.6418538861723948	0.17708801260431625	1	0
P20701	191	1	0.5235602094240838	10	0.00018666390542160176	8.190824934557953e-05	1.8666390542160176e-05	1170	low	-10.88878594839092	0.0	-0.6471032420585385	0.34585954631673826	1	0
P11215	200	2	1.0	12	0.0003877945196978887	0.0002144990111579993	3.2316209974824054e-05	1152	low	-10.339941596817974	0.6931471805599453	0.0	0.3797202263945616	2	0
P06756	159	3	1.8867924528301887	19	0.0010388110770755002	0.00039297528761770856	5.467426721450001e-05	1048	low	-9.814117394060988	1.0986122886681098	0.6348782724359695	0.4121606898077383	3	0
P20702	212	2	0.9433962264150944	5	2.9985905060173557e-05	1.7824788669920482e-05	5.9971810120347115e-06	1163	low	-12.024221030469088	0.6931471805599453	-0.05826890812397576	0.2758094420327078	2	0
P05556	126	8	6.349206349206349	27	0.003953207446189774	0.0006849893233972471	0.00014641509059962126	798	low	-8.829064883882955	2.0794415416798357	1.8483298207164491	0.47293301589873954	4	4
P05107	106	6	5.6603773584905674	11	0.0007455957898171703	0.0002940805658794305	6.778143543792458e-05	769	low	-9.599222214111645	1.791759469228055	1.7334905611040794	0.4254185413601449	3	3
P05106	135	2	1.4814814814814816	10	0.0004709125079759768	0.0002185573680834621	4.709125079759768e-05	788	low	-9.963423332209846	0.6931471805599453	0.39304258810960735	0.40294933400005106	0	2
P16144	315	38	12.063492063492065	21	0.002175648995204183	0.0007064668861650849	0.0001036023331049611	1822	medium	-9.174950708074313	3.6375861597263857	2.4901837068888444	0.4515937615129882	31	7
P18084	130	3	2.307692307692308	20	0.0005188380173994	0.00018750065766188063	2.5941900869970003e-05	799	low	-10.55965110227081	1.0986122886681098	0.8362480242006187	0.36616535741782136	2	1
P18564	119	2	1.680672268907563	9	0.0002668438387722119	0.00011402993117398025	2.9649315419134656e-05	788	low	-10.426071521517791	0.6931471805599453	0.5191938734365074	0.37440648340526184	2	0
O14713	50	6	12.0	10	0.000500973460426607	8.262972270535256e-05	5.0097346042660704e-05	200	medium	-9.90154252447697	1.791759469228055	2.4849066497880004	0.40676703974412076	5	1
Q9UKP3	43	1	2.3255813953488373	3	1.8564340483220012e-06	1.0827335667684694e-06	6.188113494406671e-07	347	low	-14.295465377367428	0.0	0.843970070294529	0.13568614844595012	1	0
Q96J02	154	9	5.844155844155844	17	0.00031148315221291587	5.135456180758128e-05	1.832253836546564e-05	903	low	-10.907378651249532	2.1972245773362196	1.7654421609106814	0.34471247873469385	7	2
P15884	154	14	9.090909090909092	8	0.00011334158100745311	2.840546526601769e-05	1.4167697625931639e-05	667	low	-11.164545999754708	2.6390573296152584	2.207274913189721	0.3288466667075867	11	3
Q969R8	68	5	7.352941176470589	13	0.00313926317412411	0.002879603280968198	0.00024148178262493154	447	low	-8.328716521982248	1.6094379124341003	1.9951003932460851	0.5038017599447117	3	2
P19827	133	2	1.5037593984962403	9	0.013268850681704766	0.012262569807307706	0.0014743167424116407	911	low	-6.519560621996056	0.6931471805599453	0.4079682383262827	0.6154167359661915	1	1
P19823	152	7	4.605263157894736	21	0.001401204606506151	0.0006094855623601503	6.672402888124529e-05	946	low	-9.614945416826128	1.9459101490553132	1.5271998141971281	0.42444850616639995	6	1
Q06033	140	3	2.142857142857143	10	0.00026137741722370516	8.762600061939727e-05	2.6137741722370515e-05	890	low	-10.552130245146287	1.0986122886681098	0.7621400520468967	0.366629352968244	3	0
Q14624	158	4	2.5316455696202533	10	0.0006406584252219556	0.0005072492744803831	6.406584252219557e-05	930	low	-9.65559921403644	1.3862943611198906	0.9288695140810153	0.42194039030925035	4	0
Q08881	104	4	3.8461538461538463	5	0.00010854512470994677	5.882985682715115e-05	2.1709024941989353e-05	620	low	-10.737782487934396	1.3862943611198906	1.3470736479666094	0.355175629921332	3	1
O43736	35	2	5.7142857142857135	4	9.915607053911484e-05	8.321181269847995e-05	2.478901763477871e-05	263	low	-10.605109840182045	0.6931471805599453	1.7429693050586228	0.3633608031270783	2	0
Q9Y287	31	1	3.2258064516129035	9	0.00020476379965262027	5.4672652571005765e-05	2.2751533294735588e-05	266	low	-10.690878017267634	0.0	1.1711829815029453	0.35806937797743416	1	0
Q9NQX7	40	1	2.5	4	4.585435784706011e-05	1.7689862062515772e-05	1.1463589461765027e-05	267	low	-11.376334679160843	0.0	0.9162907318741551	0.31578046916556335	0	1
Q9BY32	21	1	4.761904761904762	15	0.0021033522722187915	0.00032474801243433587	0.0001402234848145861	194	low	-8.872273088015408	0.0	1.5606477482646683	0.4702673071733545	1	0
Q13572	60	5	8.333333333333332	8	0.00017742603944792724	6.793349861227648e-05	2.2178254930990905e-05	414	low	-10.716398256730132	1.6094379124341003	2.120263536200091	0.3564949194602379	4	1
Q14643	384	17	4.427083333333334	20	0.0002906354192346912	5.472064690394793e-05	1.4531770961734561e-05	2758	low	-11.139173204689161	2.833213344056216	1.4877409774565806	0.3304120287158363	15	2
Q14571	395	16	4.050632911392405	16	0.00019546915847725593	4.157774246346521e-05	1.2216822404828496e-05	2701	low	-11.312696670373189	2.772588722239781	1.3988731433267507	0.3197065845572457	13	3
Q14573	388	19	4.896907216494847	25	0.0005715548197167358	9.81552956105296e-05	2.2862192788669434e-05	2671	low	-10.686025981683906	2.9444389791664403	1.5886038255312587	0.35836872190646607	13	6
Q15811	230	34	14.782608695652176	21	0.001245050792636843	0.0003113967274157234	5.928813298270681e-05	1721	medium	-9.733101390322407	3.5263605246161616	2.6934514016810573	0.41715893197951953	23	11
Q9NZM3	267	17	6.367041198501872	25	0.0007786839520632708	9.491077301935363e-05	3.1147358082530836e-05	1697	low	-10.376781129087462	2.833213344056216	1.8511348716440579	0.37744742972129935	10	7
Q96ST2	140	63	45.0	24	0.018406787797352844	0.0052155652911063215	0.0007669494915563685	819	high	-7.173089610712721	4.143134726391533	3.8066624897703196	0.5750975891168186	22	41
Q6PHW0	35	1	2.8571428571428568	3	5.0488547214157486e-05	4.317627158547464e-05	1.6829515738052495e-05	289	low	-10.992376323909786	0.0	1.0498221244986776	0.3394685894734487	1	0
Q8IYV9	52	3	5.769230769230768	6	2.5819662234004536e-05	8.912816063001553e-06	4.303277039000756e-06	350	low	-12.3561337234239	1.0986122886681098	1.7525387560747736	0.25533225304879603	3	0
Q5VZ72	21	2	9.523809523809524	4	2.7237785222477277e-05	1.7544362331839303e-05	6.809446305619319e-06	239	low	-11.89719974718483	0.6931471805599453	2.2537949288246137	0.2836459571103184	2	0
Q6IE81	132	15	11.363636363636365	14	0.00022079116229675215	3.183111516117751e-05	1.577079730691087e-05	842	medium	-11.057350599807574	2.70805020110221	2.430418464503931	0.3354600337451116	10	5
Q9NQC1	119	5	4.201680672268908	10	0.00010207999144473136	2.4391757832934922e-05	1.0207999144473136e-05	790	low	-11.492338915171294	1.6094379124341003	1.4354846053106625	0.3086236453557439	3	2
Q92613	145	23	15.862068965517242	19	0.0009515340049050202	0.00021167884966843804	5.0080737100264216e-05	823	medium	-9.901874112824991	3.1354942159291497	2.763930659496667	0.4067465825654366	18	5
P78504	192	6	3.125	10	8.616893505286218e-05	5.19080470712963e-05	8.616893505286218e-06	1218	low	-11.661785920459325	1.791759469228055	1.1394342831883648	0.29816969639961494	6	0
Q9Y219	155	6	3.870967741935484	10	7.13620552062251e-05	4.1856888779050425e-05	7.13620552062251e-06	1238	low	-11.850329362565628	1.791759469228055	1.3535045382968998	0.286537602244621	5	1
Q8N5M9	35	1	2.8571428571428568	10	0.0005197927047244132	0.00013545856181205343	5.197927047244132e-05	183	low	-9.864665563623538	0.0	1.0498221244986776	0.4090421455553072	1	0
P23458	172	6	3.4883720930232562	15	0.00030948049819594993	0.00015705557812316996	2.063203321306333e-05	1154	low	-10.788665679602534	1.791759469228055	1.2494351784026934	0.3520364166462467	4	2
O60674	175	2	1.1428571428571428	10	0.00011499637541980408	6.611791824957699e-05	1.1499637541980408e-05	1132	low	-11.373195041180436	0.6931471805599453	0.13353139262452257	0.3159741675737005	1	1
P52333	157	2	1.2738853503184715	12	5.106421029442239e-05	1.4012703383510046e-05	4.255350857868532e-06	1124	low	-12.367333341554954	0.6931471805599453	0.24207156119972875	0.2546412981625108	2	0
Q9Y624	72	4	5.5555555555555545	17	0.002851934299128662	0.000876832088882022	0.0001677608411252154	299	low	-8.69297115752281	1.3862943611198906	1.7147984280919264	0.4813292508525527	1	3
P57087	63	3	4.761904761904762	4	0.006369069522262953	0.006356534033904807	0.0015922673805657383	298	low	-6.442596253045738	1.0986122886681098	1.5606477482646683	0.6201650145390682	3	0
Q9BX67	47	1	2.127659574468085	7	0.00016062800428579924	4.078967827925089e-05	2.2946857755114176e-05	310	low	-10.682329547820196	0.0	0.7550225842780328	0.35859677156048775	1	0
Q92833	204	6	2.9411764705882346	8	2.6142137614299172e-05	1.2233573439337206e-05	3.2677672017873965e-06	1246	low	-12.63140361918707	1.791759469228055	1.0788096613719298	0.2383496133463381	4	2
Q86VZ6	54	3	5.5555555555555545	6	0.00021779557884862237	0.00015412862702864468	3.629926314143706e-05	243	low	-10.223713116033464	1.0986122886681098	1.7147984280919264	0.3868908848745053	1	2
Q9P266	249	36	14.457831325301207	13	0.0006880361614375532	0.00022271454403765065	5.292585857211947e-05	1359	medium	-9.846618518644705	3.58351893845611	2.671236227979494	0.41015554904507073	33	3
Q8WYK2	18	2	11.111111111111109	7	7.41241280857474e-05	1.9137948601537076e-05	1.0589161155106771e-05	163	medium	-11.455679612526396	0.6931471805599453	2.407945608651872	0.31088532285169973	1	1
Q9Y4A0	74	4	5.405405405405406	5	7.08998555497961e-05	5.075115737343464e-05	1.417997110995922e-05	524	low	-11.16368007424183	1.3862943611198906	1.6873994539038124	0.32890008955265887	4	0
O75564	68	5	7.352941176470589	4	1.759251616424338e-05	1.1680558650541552e-05	4.398129041060845e-06	556	low	-12.33433132541156	1.6094379124341003	1.9951003932460851	0.2566773411815417	4	1
Q15652	480	42	8.75	18	0.0003919915699928532	7.586412869298656e-05	2.17773094440474e-05	2540	low	-10.734641981421488	3.7376696182833684	2.169053700369523	0.35536938191315104	30	12
Q6NUN7	155	4	2.5806451612903225	5	7.217493795078945e-06	2.441572389247131e-06	1.443498759015789e-06	778	low	-13.44844069754882	1.3862943611198906	0.9480394301887354	0.18794291599609722	4	0
Q9UQF2	131	2	1.5267175572519085	6	1.457942355553837e-05	6.164710209693335e-06	2.4299039259230617e-06	711	low	-12.927658838050588	0.6931471805599453	0.4231200433468852	0.22007229454261193	0	2
Q13387	136	5	3.6764705882352944	8	3.0482331611709074e-05	1.572173188970401e-05	3.8102914514636343e-06	824	low	-12.477804875304221	1.6094379124341003	1.3019532126861397	0.24782581167482076	5	0
Q9UPT6	223	15	6.726457399103139	14	0.0003890596846061535	0.00015747696859013034	2.7789977471868106e-05	1336	low	-10.49083512486625	2.70805020110221	1.9060486156301826	0.37041092501537515	10	5
O60271	228	56	24.561403508771928	27	0.002453258899502714	0.00025503743162865903	9.086144072232274e-05	1321	medium	-9.306174841250666	4.02535169073515	3.2011762477688	0.44349795369563544	28	28
Q96N16	58	1	1.7241379310344829	8	0.00011560709024024726	8.376265020336234e-05	1.4450886280030908e-05	626	low	-11.144754811028507	0.0	0.5447271754416722	0.330067674280858	0	1
Q96AA8	83	5	6.024096385542169	6	4.201601405501901e-05	1.944478839884604e-05	7.002669009169835e-06	810	low	-11.869219194556123	1.6094379124341003	1.7957674906255938	0.2853722034281425	5	0
Q5VZ66	77	1	1.2987012987012987	13	4.945498021000948e-05	1.1294515372870225e-05	3.804229246923806e-06	844	low	-12.479397150395659	0.0	0.2613647641344075	0.24772757705272333	1	0
Q6NYC1	84	6	7.142857142857142	15	0.000748488111881132	0.00018923217815786534	4.989920745874213e-05	403	low	-9.905505437923269	1.791759469228055	1.9661128563728327	0.4065225497644085	5	1
Q8N9B5	150	13	8.666666666666668	16	0.00027662010478505237	6.753845832279076e-05	1.7288756549065773e-05	988	low	-10.965454178202517	2.5649493574615367	2.1594842493533726	0.34112953790115835	9	4
Q15040	23	1	4.3478260869565215	8	0.00014462304010216782	5.562456049572648e-05	1.8077880012770977e-05	202	low	-10.920821465806066	0.0	1.4696759700589417	0.34388313095742373	0	1
Q9HDC5	121	24	19.834710743801654	16	0.0010054611634107333	0.00015863582560019234	6.284132271317083e-05	661	medium	-9.674897695893687	3.1780538303479458	2.9874334707392958	0.42074978004190744	16	8
Q9BR39	117	9	7.6923076923076925	12	0.0005071399121411719	0.00018813991401274758	4.226165934509766e-05	696	low	-10.071630281400564	2.1972245773362196	2.0402208285265546	0.39627355993360847	4	5
Q8WXH2	139	2	1.4388489208633095	10	4.208612985753721e-05	2.2126318523496205e-05	4.208612985753721e-06	748	low	-12.378377421618511	0.6931471805599453	0.36384343341734504	0.2539599391201625	1	1
Q96JJ6	98	1	1.020408163265306	7	3.073217266280015e-05	2.1339011915375367e-05	4.3903103804000216e-06	628	low	-12.336110631690786	0.0	0.020202707317519254	0.2565675677630694	1	0
Q96MG2	34	2	5.882352941176469	5	5.151920415046881e-05	2.9107988954710852e-05	1.0303840830093761e-05	331	low	-11.482993836111557	0.6931471805599453	1.771956841931875	0.30920018537375965	2	0
P05412	54	9	16.666666666666664	17	0.003091811558925063	0.0005941873336661331	0.00018187126817206255	331	medium	-8.612211438890608	2.1972245773362196	2.8134107167600364	0.48631168164179733	2	7
P17275	64	8	12.5	17	0.003387965359836515	0.0011778888594440918	0.00019929207999038324	347	medium	-8.520739070670201	2.0794415416798357	2.5257286443082556	0.491955024034582	2	6
P17535	50	8	16.0	17	0.005185386532327555	0.0010273358522430657	0.0003050227371957385	347	medium	-8.09512423595269	2.0794415416798357	2.772588722239781	0.518213120184142	5	3
Q9UK76	30	15	50.0	22	0.033116387013021865	0.0077787330708684035	0.0015052903187737212	154	high	-6.498769496544977	2.70805020110221	3.912023005428146	0.6166994341397981	6	9
Q9H910	31	12	38.70967741935485	24	0.009741182537217445	0.0015762169643601766	0.00040588260571739355	190	high	-7.8094465886533495	2.4849066497880004	3.6560896312909454	0.5358378609560301	5	7
Q15053	11	1	9.090909090909092	4	0.00011921059952075785	6.306969016344731e-05	2.980264988018946e-05	99	low	-10.420913246252248	0.0	2.207274913189721	0.3747247206395876	1	0
Q14667	354	6	1.6949152542372878	15	8.080493205071256e-05	1.1575041225713874e-05	5.386995470047504e-06	2235	low	-12.131522755170723	1.791759469228055	0.5276327420823718	0.26918951534218444	4	2
Q92628	292	15	5.136986301369864	11	3.649558769484816e-05	6.708571230216222e-06	3.3177806995316506e-06	1395	low	-12.61621446255404	2.70805020110221	1.63646658482202	0.23928670083194123	13	2
Q5VV43	220	3	1.3636363636363635	2	8.1313777212851e-06	7.430428938321184e-06	4.06568886064255e-06	1072	low	-12.412927367908782	1.0986122886681098	0.31015492830383945	0.2518283973183966	3	0
O15063	180	15	8.333333333333332	0	0.0			1070	low		2.70805020110221	2.120263536200091		14	1
Q6ZU52	133	1	0.7518796992481203	4	9.358841576753331e-06	5.474188238715468e-06	2.3397103941883327e-06	694	low	-12.965483399421336	0.0	-0.28517894223366247	0.21773872698746025	1	0
O60268	71	1	1.4084507042253522	6	5.131852458807331e-05	2.2769968044164545e-05	8.553087431345552e-06	411	low	-11.669218237116281	0.0	0.342490308946776	0.2977111633094282	0	1
O60303	254	26	10.236220472440944	15	0.00016261069533806885	5.677419665215509e-05	1.0840713022537924e-05	1618	medium	-11.432201787129092	3.258096538021482	2.325932456991037	0.31233377564605347	23	3
O94854	226	14	6.1946902654867255	10	8.356681394674669e-05	2.5463452512153145e-05	8.356681394674669e-06	1291	low	-11.692449172037568	2.6390573296152584	1.823692516331064	0.2962779423005501	14	0
Q8IV33	220	5	2.272727272727273	6	1.2868540818190459e-05	3.833624513204427e-06	2.1447568030317433e-06	1275	low	-13.052484390552106	1.6094379124341003	0.8209805520698303	0.2123712439866973	5	0
Q8NCT3	98	1	1.020408163265306	5	5.446252799066704e-06	1.7915425470214672e-06	1.0892505598133407e-06	520	low	-13.73002065800514	0.0	0.020202707317519254	0.17057097998179285	1	0
Q6ICG6	69	12	17.391304347826086	15	0.0019283285548042694	0.00046504335323807226	0.00012855523698695128	404	medium	-8.959151886171632	2.4849066497880004	2.855970331178832	0.46490736280755607	3	9
Q9UPP5	272	2	0.7352941176470588	7	2.126708805148121e-05	7.453143842613344e-06	3.0381554359258873e-06	1279	low	-12.704259991200281	0.6931471805599453	-0.3074846997479607	0.2338547756071866	2	0
Q2LD37	1037	51	4.918032786885246	20	7.856874404086448e-05	2.188334861814182e-05	3.928437202043224e-06	5005	low	-12.447268869683393	3.9318256327243257	1.5929086104828898	0.24970971539764888	39	12
Q96AT1	21	7	33.33333333333333	22	0.018410518388816025	0.0023774044485217736	0.0008368417449461829	154	high	-7.085875579489938	1.9459101490553132	3.5065578973199814	0.5804782155204038	5	2
Q9ULL0	349	22	6.303724928366762	11	0.00015367691538893536	0.00011852809283812812	1.3970628671721396e-05	1709	low	-11.178553384153084	3.091042453358316	1.84114071714398	0.3279824880739155	22	0
Q6NV74	140	18	12.857142857142856	0	0.0			962	medium		2.8903717578961645	2.5538995212749516		16	2
Q6UXG2	233	2	0.8583690987124464	0	0.0			1013	low		0.6931471805599453	-0.15272108701766385		2	0
Q86T90	109	11	10.091743119266058	8	9.393723211551442e-05	6.735549606819467e-05	1.1742154014439303e-05	577	medium	-11.352325283866033	2.3978952727983707	2.3117175765573186	0.3172617169011183	9	2
Q9P206	205	53	25.853658536585368	23	0.00502707949089007	0.0010812696084016669	0.00021856867351695958	1035	medium	-8.428410297536916	3.970291913552122	3.252452120401805	0.4976512019037435	29	24
Q9HCM3	447	8	1.7897091722595078	9	7.045945198661157e-05	3.956432967983383e-05	7.828827998512397e-06	1950	low	-11.757697740070052	2.0794415416798357	0.5820531330543585	0.2922524642549946	5	3
Q6ZVL6	427	7	1.639344262295082	8	0.0003383653788050221	0.00031522188993695266	4.229567235062776e-05	1849	low	-10.070825785641711	1.9459101490553132	0.49429632181478017	0.3963231929004713	7	0
Q9HCI6	122	2	1.639344262295082	4	1.5561734649145316e-05	7.365497031805256e-06	3.890433662286329e-06	787	low	-12.45698992523996	0.6931471805599453	0.49429632181478017	0.24910997969612206	2	0
Q5VZ46	209	6	2.8708133971291865	10	8.96979035386506e-05	4.644873499776722e-05	8.96979035386506e-06	1190	low	-11.621648254088095	1.791759469228055	1.0545954032513354	0.300645969820616	6	0
Q9BY89	325	95	29.230769230769234	20	0.0013511379066299379	0.00024363004985586713	6.755689533149689e-05	1806	medium	-9.602540421321324	4.553876891600541	3.375221895258895	0.42521382621196696	61	34
Q5JYT7	172	9	5.232558139534883	11	3.7451323572997204e-05	1.3135141369668136e-05	3.404665779363382e-06	1200	low	-12.590363779020814	2.1972245773362196	1.6549002865108575	0.2408815459322015	9	0
Q6NSI8	121	1	0.8264462809917356	2	6.325709988144354e-06	5.905486523243941e-06	3.162854994072177e-06	718	low	-12.664035459120301	0.0	-0.1906203596086497	0.236336408165009	1	0
Q96PY0	55	3	5.454545454545454	5	0.00012083023761555455	8.65327005389322e-05	2.416604752311091e-05	264	low	-10.630561904833288	1.0986122886681098	1.69644928942373	0.36179055062105203	3	0
Q8N8K9	158	5	3.1645569620253164	7	9.093587155947845e-05	4.3568234944839984e-05	1.2990838794211207e-05	716	low	-11.251266157063833	1.6094379124341003	1.152013065395225	0.3234965096101741	4	1
P13645	129	25	19.379844961240316	28	0.03735156305018401	0.011930282443285692	0.0013339843946494289	584	medium	-6.619585029720976	3.2188758248682006	2.9642336064946204	0.6092457797374525	21	4
Q99456	87	5	5.747126436781608	23	0.001607787088119761	0.000614322280157139	6.99037864399896e-05	494	low	-9.568390740806931	1.6094379124341003	1.7486999797676077	0.42732067381519684	5	0
P13646	86	11	12.790697674418604	19	0.005557516779554868	0.0020798579768881494	0.0002925008831344667	458	medium	-8.137042872033787	2.3978952727983707	2.5487181625329542	0.5156269707201403	10	1
P02533	87	28	32.18390804597701	26	0.022020322485319817	0.008465586619142833	0.0008469354802046083	472	high	-7.073886040706432	3.332204510175204	3.4714665775087115	0.581217904169591	27	1
P19012	75	9	12.0	18	0.006563267770195555	0.002375521687505789	0.0003646259872330864	456	medium	-7.916638422250164	2.1972245773362196	2.4849066497880004	0.5292247139427196	6	3
P08779	95	14	14.736842105263154	22	0.011530880313303559	0.006415966308617899	0.0005241309233319799	473	medium	-7.5537690511644815	2.6390573296152584	2.690350624002809	0.5516117598313393	14	0
Q04695	77	26	33.76623376623377	26	0.02249830430776641	0.005014990229178886	0.0008653193964525542	432	high	-7.052411874732532	3.258096538021482	3.51946130215589	0.5825427421895075	19	7
P05783	78	38	48.71794871794872	29	0.07352785257538326	0.01585230850922986	0.002535443192254595	430	high	-5.977386827928097	3.6375861597263857	3.8860475190248853	0.6488658793069241	13	25
P08727	74	27	36.48648648648648	25	0.029639032337557044	0.004400757623235376	0.0011855612935022818	400	high	-6.737538951136319	3.295836866004329	3.5969419587882503	0.6019686710535003	19	8
P35900	70	6	8.571428571428571	16	0.0033122450417660794	0.0015308956297574196	0.00020701531511037996	424	low	-8.482717781395253	1.791759469228055	2.1484344131667874	0.49430072862021857	5	1
Q9C075	71	5	7.042253521126762	17	0.0018782715451744682	0.0004482133547943629	0.00011048656148085107	422	low	-9.110616659960147	1.6094379124341003	1.9519282213808764	0.45556281870572773	5	0
Q2M2I5	111	3	2.702702702702702	22	0.002511453984654501	0.0009251512293546436	0.00011415699930247732	525	low	-9.077935870157992	1.0986122886681098	0.9942522733438668	0.4575790438249441	3	0
Q7Z3Z0	82	3	3.658536585365853	13	0.00259691790881199	0.0015361090694200855	0.00019976291606246075	450	low	-8.518379314269604	1.0986122886681098	1.2970632273919478	0.4921006080354253	3	0
Q7Z3Y9	85	1	1.1764705882352942	13	0.0020503264065146773	0.0011077709635241002	0.00015771741588574442	468	low	-8.754705633277858	0.0	0.16251892949777494	0.4775205729872837	1	0
Q7Z3Y8	80	1	1.25	18	0.0033486730386209913	0.0017263779594152086	0.00018603739103449952	459	low	-8.589562877387104	0.0	0.22314355131420976	0.48770897341148606	1	0
Q7Z3Y7	80	1	1.25	17	0.003918527152277811	0.0020892988946196764	0.0002305015971928124	464	low	-8.375252766298596	0.0	0.22314355131420976	0.5009307294306811	1	0
Q6A163	86	1	1.162790697674419	6	3.333567057730425e-05	1.7079847646882254e-05	5.555945096217375e-06	491	low	-12.100642015011324	0.0	0.15082288973458388	0.2710946872914029	1	0
Q6A162	82	2	2.4390243902439024	7	0.00010307360443401917	6.845599525597404e-05	1.4724800633431311e-05	431	low	-11.125977367843829	0.6931471805599453	0.8915981192837835	0.33122613932569933	2	0
P35527	132	1	0.7575757575757576	27	0.032305090861026946	0.011150968706224982	0.0011964848467047016	623	low	-6.7283673153807895	0.0	-0.2776317365982795	0.60253451057288	1	0
Q14532	75	1	1.3333333333333337	13	0.001116064451835109	0.00033870000714020834	8.585111167962376e-05	448	low	-9.362896021611748	0.0	0.2876820724517812	0.43999856860341613	1	0
Q0VF49	170	6	3.5294117647058822	13	3.217762018109517e-05	6.648077663356704e-06	2.4752015523919363e-06	1180	low	-12.909188729949422	1.791759469228055	1.2611312181658845	0.221211798701895	6	0
Q8IYS2	80	3	3.75	7	7.199045215097113e-05	2.471989543020469e-05	1.028435030728159e-05	634	low	-11.484887205811175	1.0986122886681098	1.3217558399823195	0.3090833748691347	3	0
Q5HYC2	439	7	1.5945330296127564	12	2.5293874179129153e-05	7.840137426171508e-06	2.1078228482607627e-06	2103	low	-13.069854968643497	1.9459101490553132	0.4665809219682334	0.21129957478606914	7	0
P35908	119	3	2.5210084033613445	26	0.02972174556405998	0.01222264731035477	0.001143144060156153	639	low	-6.77397286522942	1.0986122886681098	0.9246589815446716	0.5997208987924689	2	1
Q01546	136	3	2.2058823529411766	21	0.004713317721506397	0.0021669250195581143	0.00022444370102411414	638	low	-8.401885657179527	1.0986122886681098	0.7911275889201491	0.4992876264360301	3	0
P04264	138	7	5.0724637681159415	27	0.06792445188828558	0.03236205048437033	0.0025157204403068734	644	low	-5.985196059073037	1.9459101490553132	1.6238266498862	0.6483840926643272	5	2
Q7Z794	109	3	2.752293577981652	21	0.003287565992368818	0.001633469007907256	0.0001565507615413723	578	low	-8.762130245678796	1.0986122886681098	1.0124345924270577	0.4770625152073512	3	0
P12035	106	5	4.716981132075472	27	0.005544736020709895	0.002302105356386809	0.00020536059335962576	628	low	-8.490743132042368	1.6094379124341003	1.5511690043101247	0.4938056085921168	5	0
P19013	92	8	8.695652173913043	21	0.004204238077700745	0.0007862471960622272	0.000200201813223845	520	low	-8.516184634062006	2.0794415416798357	2.162823150618887	0.49223600774240894	8	0
P13647	109	32	29.357798165137616	27	0.01751345584357753	0.00689391652951294	0.0006486465127250937	590	medium	-7.340622654165984	3.4657359027997265	3.3795582065586744	0.5647617210868805	23	9
P02538	103	23	22.330097087378643	22	0.013160435623735447	0.005844109815872342	0.0005982016192607021	564	medium	-7.421582704883588	3.1354942159291497	3.1059354136876056	0.5597669309089792	23	0
P04259	102	18	17.647058823529417	24	0.013241276061273094	0.006195354267721447	0.0005517198358863789	564	medium	-7.502470184215168	2.8903717578961645	2.870569130599985	0.5547766179867477	18	0
P48668	103	20	19.41747572815534	21	0.012849243244630812	0.005829163243453232	0.0006118687259348006	564	medium	-7.398992798566921	2.995732273553991	2.9661734713124464	0.5611606039760053	19	1
P08729	73	27	36.98630136986301	30	0.09685815800558074	0.07272993745140467	0.0032286052668526913	469	high	-5.735705040930557	3.295836866004329	3.610547610844029	0.6637763172966874	20	7
Q3SY84	88	6	6.8181818181818175	20	0.0024547376039405367	0.0008945652196233418	0.00012273688019702684	523	low	-9.005467679307245	1.791759469228055	1.91959284073794	0.46204993291979096	6	0
Q14CN4	83	2	2.409638554216868	21	0.0027830894851138396	0.000981559838044074	0.00013252807071970665	511	low	-8.928716080487638	0.6931471805599453	0.879476758751439	0.4667850847449742	2	0
