ACC_ID	#total_dis_sites	length	fraction_disordered	binned
Q4G0W2	41	176	23.295454545454543	(10, 30]
Q4G0X9	438	1142	38.353765323992995	(30, 50]
Q4G163	205	708	28.954802259887007	(10, 30]
Q4G1C9	56	344	16.27906976744186	(10, 30]
Q4J6C6	33	727	4.53920220082531	(0, 10]
Q4JDL3	113	420	26.904761904761905	(10, 30]
Q4KMG0	271	1287	21.056721056721056	(10, 30]
Q4KMP7	466	808	57.67326732673267	(50, 70]
Q4KMQ1	593	711	83.40365682137833	(70, 90]
Q4KMQ2	39	910	4.285714285714286	(0, 10]
Q4KMZ1	378	466	81.11587982832617	(70, 90]
Q4KWH8	487	1693	28.76550502067336	(10, 30]
Q4L180	578	1135	50.92511013215859	(50, 70]
Q4L235	4	1098	0.36429872495446264	(0, 10]
Q4LDG9	14	190	7.368421052631578	(0, 10]
Q4LE39	912	1312	69.51219512195121	(50, 70]
Q4U2R6	31	128	24.21875	(10, 30]
Q4UJ75	259	823	31.470230862697445	(30, 50]
Q4V321	117	117	100.0	(90, 100]
Q4V326	110	110	100.0	(90, 100]
Q4V328	492	841	58.50178359096314	(50, 70]
Q4V339	37	395	9.367088607594937	(0, 10]
Q4V348	51	819	6.227106227106227	(0, 10]
Q4V9L6	177	283	62.544169611307424	(50, 70]
Q4VC05	188	210	89.52380952380953	(70, 90]
Q4VC44	313	716	43.71508379888268	(30, 50]
Q4VCS5	765	1084	70.5719557195572	(70, 90]
Q4VNC0	21	1218	1.7241379310344827	(0, 10]
Q4VNC1	3	1196	0.2508361204013378	(0, 10]
Q4VX76	101	610	16.557377049180328	(10, 30]
Q4VXU2	121	614	19.706840390879478	(10, 30]
Q4W5G0	66	525	12.571428571428573	(10, 30]
Q4ZG55	274	1949	14.058491534120062	(10, 30]
Q4ZHG4	1231	1894	64.99472016895459	(50, 70]
Q4ZIN3	160	620	25.806451612903224	(10, 30]
Q4ZJI4	43	515	8.349514563106796	(0, 10]
Q502W6	279	1294	21.561051004636784	(10, 30]
Q502W7	154	563	27.353463587921844	(10, 30]
Q504Q3	32	1202	2.6622296173044924	(0, 10]
Q504T8	333	468	71.15384615384616	(70, 90]
Q52LA3	22	116	18.96551724137931	(10, 30]
Q52LD8	160	501	31.936127744510976	(30, 50]
Q52LJ0	172	433	39.722863741339495	(30, 50]
Q52LR7	403	807	49.93804213135068	(30, 50]
Q52LW3	427	1261	33.86201427438541	(30, 50]
Q52WX2	114	424	26.88679245283019	(10, 30]
Q53EL6	175	469	37.3134328358209	(30, 50]
Q53EL9	261	994	26.25754527162978	(10, 30]
Q53EP0	221	1204	18.35548172757475	(10, 30]
Q53EQ6	271	642	42.21183800623053	(30, 50]
Q53ET0	594	693	85.71428571428571	(70, 90]
Q53EZ4	151	464	32.543103448275865	(30, 50]
Q53F19	414	620	66.77419354838709	(50, 70]
Q53FA7	24	332	7.228915662650602	(0, 10]
Q53FD0	282	456	61.8421052631579	(50, 70]
Q53FP2	32	167	19.16167664670659	(10, 30]
Q53FZ2	18	586	3.0716723549488054	(0, 10]
Q53G59	17	568	2.992957746478873	(0, 10]
Q53GA4	45	152	29.605263157894733	(10, 30]
Q53GG5	208	364	57.14285714285714	(50, 70]
Q53GI3	247	561	44.02852049910874	(30, 50]
Q53GL0	290	409	70.90464547677261	(70, 90]
Q53GL7	418	1025	40.78048780487805	(30, 50]
Q53GS7	196	698	28.08022922636103	(10, 30]
Q53GS9	101	565	17.876106194690266	(10, 30]
Q53GT1	38	634	5.993690851735016	(0, 10]
Q53H12	38	422	9.004739336492891	(0, 10]
Q53H47	111	684	16.228070175438596	(10, 30]
Q53H54	59	448	13.169642857142858	(10, 30]
Q53H80	52	203	25.615763546798032	(10, 30]
Q53H82	8	288	2.7777777777777777	(0, 10]
Q53HC0	216	331	65.25679758308158	(50, 70]
Q53HC5	38	615	6.178861788617886	(0, 10]
Q53HC9	44	387	11.369509043927648	(10, 30]
Q53HL2	154	280	55.00000000000001	(50, 70]
Q53LP3	338	525	64.38095238095238	(50, 70]
Q53QV2	64	105	60.952380952380956	(50, 70]
Q53QZ3	93	475	19.57894736842105	(10, 30]
Q53RE8	20	183	10.92896174863388	(10, 30]
Q53RY4	21	240	8.75	(0, 10]
Q53S08	24	254	9.448818897637794	(0, 10]
Q53S33	8	107	7.476635514018691	(0, 10]
Q53SF7	881	1128	78.10283687943263	(70, 90]
Q53T59	260	392	66.3265306122449	(50, 70]
Q53T94	14	588	2.380952380952381	(0, 10]
Q53TN4	56	286	19.58041958041958	(10, 30]
Q53TQ3	620	1027	60.37000973709834	(50, 70]
Q562E7	521	1941	26.841834106130865	(10, 30]
Q562F6	744	1265	58.81422924901186	(50, 70]
Q562R1	5	376	1.3297872340425532	(0, 10]
Q567U6	230	631	36.450079239302696	(30, 50]
Q569K4	251	471	53.29087048832272	(50, 70]
Q569K6	408	752	54.25531914893617	(50, 70]
Q56NI9	183	601	30.449251247920134	(30, 50]
Q56P03	200	285	70.17543859649122	(70, 90]
Q56UN5	592	1328	44.57831325301205	(30, 50]
Q587J7	151	1177	12.829226847918438	(10, 30]
Q58A45	247	887	27.846674182638104	(10, 30]
Q58DX5	112	795	14.08805031446541	(10, 30]
Q58EX2	497	2172	22.882136279926335	(10, 30]
Q58EX7	229	1191	19.227539882451723	(10, 30]
Q58F21	574	947	60.61246040126716	(50, 70]
Q58FF3	100	399	25.062656641604008	(10, 30]
Q58FF6	84	505	16.633663366336634	(10, 30]
Q58FF7	150	597	25.125628140703515	(10, 30]
Q58FF8	76	381	19.94750656167979	(10, 30]
Q58FG0	155	334	46.40718562874252	(30, 50]
Q58FG1	134	418	32.057416267942585	(30, 50]
Q59EK9	133	446	29.82062780269058	(10, 30]
Q5BJD5	39	291	13.402061855670103	(10, 30]
Q5BJE1	118	867	13.610149942329874	(10, 30]
Q5BJF6	380	829	45.83835946924005	(30, 50]
Q5BKU9	60	147	40.816326530612244	(30, 50]
Q5BKX5	106	351	30.1994301994302	(30, 50]
Q5BKX6	206	768	26.822916666666668	(10, 30]
Q5BKY9	247	247	100.0	(90, 100]
Q5BKZ1	409	582	70.27491408934708	(70, 90]
Q5CZ79	268	823	32.56379100850547	(30, 50]
Q5CZA5	149	627	23.76395534290271	(10, 30]
Q5CZC0	1163	6907	16.83799044447662	(10, 30]
Q5D0E6	11	543	2.0257826887661143	(0, 10]
Q5D1E8	359	599	59.933222036727884	(50, 70]
Q5DJT8	98	189	51.85185185185185	(50, 70]
Q5DX21	82	431	19.02552204176334	(10, 30]
Q5EBL2	558	1059	52.69121813031161	(50, 70]
Q5EBL4	204	403	50.62034739454094	(50, 70]
Q5EBL8	14	140	10.0	(0, 10]
Q5F1R6	297	531	55.932203389830505	(50, 70]
Q5FBB7	267	561	47.593582887700535	(30, 50]
Q5FVE4	18	666	2.7027027027027026	(0, 10]
Q5FWE3	611	981	62.28338430173292	(50, 70]
Q5FWF4	185	1079	17.145505097312327	(10, 30]
Q5FWF5	544	840	64.76190476190476	(50, 70]
Q5FWF6	27	425	6.352941176470588	(0, 10]
Q5FWF7	27	155	17.419354838709676	(10, 30]
Q5GH72	130	579	22.452504317789295	(10, 30]
Q5GH76	102	650	15.692307692307692	(10, 30]
Q5GLZ8	12	1057	1.1352885525070955	(0, 10]
Q5H8A4	41	983	4.170905391658189	(0, 10]
Q5H8C1	120	2179	5.507113354749885	(0, 10]
Q5H913	33	290	11.379310344827587	(10, 30]
Q5H943	4	113	3.5398230088495577	(0, 10]
Q5H9B9	310	411	75.4257907542579	(70, 90]
Q5H9F3	1117	1711	65.28345996493279	(50, 70]
Q5H9K5	250	638	39.18495297805642	(30, 50]
Q5H9L2	206	206	100.0	(90, 100]
Q5H9R7	285	873	32.64604810996563	(30, 50]
Q5H9S7	3	520	0.576923076923077	(0, 10]
Q5HY64	790	1035	76.32850241545893	(70, 90]
Q5HY92	346	759	45.586297760210805	(30, 50]
Q5HY98	19	468	4.05982905982906	(0, 10]
Q5HYC2	746	2103	35.47313361864004	(30, 50]
Q5HYI7	38	312	12.179487179487179	(10, 30]
Q5HYJ3	161	339	47.49262536873156	(30, 50]
Q5HYK3	4	327	1.2232415902140672	(0, 10]
Q5HYK7	470	790	59.49367088607595	(50, 70]
Q5HYM0	395	836	47.248803827751196	(30, 50]
Q5HYN5	115	189	60.84656084656085	(50, 70]
Q5HYW2	1010	1225	82.44897959183673	(70, 90]
Q5HYW3	289	569	50.790861159929705	(50, 70]
Q5I0X4	92	101	91.0891089108911	(90, 100]
Q5I0X7	15	151	9.933774834437086	(0, 10]
Q5IJ48	22	1285	1.7120622568093387	(0, 10]
Q5J8M3	20	183	10.92896174863388	(10, 30]
Q5JNZ3	119	666	17.86786786786787	(10, 30]
Q5JNZ5	45	115	39.130434782608695	(30, 50]
Q5JPB2	1422	1677	84.79427549194992	(70, 90]
Q5JPF3	889	1778	50.0	(30, 50]
Q5JPH6	64	523	12.237093690248566	(10, 30]
Q5JPI3	25	329	7.598784194528875	(0, 10]
Q5JPI9	31	291	10.652920962199312	(10, 30]
Q5JQC4	231	288	80.20833333333334	(70, 90]
Q5JQC9	245	854	28.688524590163933	(10, 30]
Q5JQF8	31	200	15.5	(10, 30]
Q5JR12	157	505	31.08910891089109	(30, 50]
Q5JR59	1010	1369	73.7764791818846	(70, 90]
Q5JRA6	1329	1907	69.6906135291033	(50, 70]
Q5JRC9	455	791	57.52212389380531	(50, 70]
Q5JRK9	111	111	100.0	(90, 100]
Q5JRS4	1	329	0.303951367781155	(0, 10]
Q5JRX3	120	1037	11.571841851494696	(10, 30]
Q5JS13	155	557	27.827648114901255	(10, 30]
Q5JSH3	477	913	52.245345016429354	(50, 70]
Q5JSJ4	207	861	24.041811846689896	(10, 30]
Q5JSL3	105	2073	5.065123010130246	(0, 10]
Q5JSP0	293	725	40.41379310344828	(30, 50]
Q5JST6	10	749	1.335113484646195	(0, 10]
Q5JSZ5	2026	2229	90.89277703005833	(90, 100]
Q5JT25	21	222	9.45945945945946	(0, 10]
Q5JT82	318	389	81.74807197943444	(70, 90]
Q5JTC6	955	1135	84.14096916299559	(70, 90]
Q5JTD0	404	557	72.5314183123878	(70, 90]
Q5JTH9	309	1297	23.82420971472629	(10, 30]
Q5JTJ3	8	125	6.4	(0, 10]
Q5JTV8	349	583	59.86277873070326	(50, 70]
Q5JTW2	209	689	30.333817126269956	(30, 50]
Q5JTY5	37	395	9.367088607594937	(0, 10]
Q5JTZ5	180	239	75.31380753138075	(70, 90]
Q5JTZ9	118	985	11.97969543147208	(10, 30]
Q5JU00	99	501	19.760479041916167	(10, 30]
Q5JU85	1071	1488	71.9758064516129	(70, 90]
Q5JUQ0	32	283	11.307420494699647	(10, 30]
Q5JUW0	7	171	4.093567251461988	(0, 10]
Q5JUX0	79	258	30.620155038759687	(30, 50]
Q5JV73	947	1810	52.32044198895027	(50, 70]
Q5JVF3	5	399	1.2531328320802004	(0, 10]
Q5JVG8	3	444	0.6756756756756757	(0, 10]
Q5JVL4	25	640	3.90625	(0, 10]
Q5JVS0	399	413	96.61016949152543	(90, 100]
Q5JVX7	84	400	21.0	(10, 30]
Q5JWF2	687	1037	66.24879459980714	(50, 70]
Q5JWR5	358	2465	14.523326572008113	(10, 30]
Q5JX69	11	171	6.432748538011696	(0, 10]
Q5JX71	33	171	19.298245614035086	(10, 30]
Q5JXC2	232	388	59.79381443298969	(50, 70]
Q5JXX7	63	168	37.5	(30, 50]
Q5JY77	648	1395	46.45161290322581	(30, 50]
Q5JYT7	479	1200	39.916666666666664	(30, 50]
Q5JZY3	112	1008	11.11111111111111	(10, 30]
Q5K4E3	97	855	11.345029239766081	(10, 30]
Q5K651	108	1589	6.796727501573317	(0, 10]
Q5M775	698	1068	65.3558052434457	(50, 70]
Q5M7Z0	88	435	20.229885057471265	(10, 30]
Q5M8T2	81	416	19.471153846153847	(10, 30]
Q5M9N0	633	1113	56.8733153638814	(50, 70]
Q5MCW4	19	686	2.7696793002915454	(0, 10]
Q5MIZ7	186	849	21.908127208480565	(10, 30]
Q5MJ08	99	99	100.0	(90, 100]
Q5MJ09	128	141	90.78014184397163	(90, 100]
Q5MJ70	84	313	26.837060702875398	(10, 30]
Q5NDL2	4	527	0.7590132827324478	(0, 10]
Q5PRF9	387	694	55.763688760806915	(50, 70]
Q5PSV4	95	323	29.411764705882355	(10, 30]
Q5PT55	1	438	0.228310502283105	(0, 10]
Q5QGS0	772	1516	50.92348284960422	(50, 70]
Q5QJ38	765	904	84.62389380530973	(70, 90]
Q5QJ74	18	424	4.245283018867925	(0, 10]
Q5QJE6	566	756	74.86772486772487	(70, 90]
Q5QNW6	52	126	41.269841269841265	(30, 50]
Q5QP82	175	559	31.305903398926656	(30, 50]
Q5R372	223	815	27.361963190184046	(10, 30]
Q5R3F8	175	820	21.341463414634145	(10, 30]
Q5R3I4	10	469	2.1321961620469083	(0, 10]
Q5RHP9	1261	1530	82.41830065359477	(70, 90]
Q5RI15	18	118	15.254237288135593	(10, 30]
Q5RIA9	37	395	9.367088607594937	(0, 10]
Q5RL73	148	367	40.32697547683924	(30, 50]
Q5S007	1479	2527	58.527898694103676	(50, 70]
Q5SNT2	168	666	25.225225225225223	(10, 30]
Q5SNV9	645	1468	43.93732970027248	(30, 50]
Q5SQ80	260	823	31.591737545565007	(30, 50]
Q5SQH8	72	315	22.857142857142858	(10, 30]
Q5SQI0	243	421	57.71971496437055	(50, 70]
Q5SQN1	99	464	21.336206896551722	(10, 30]
Q5SR53	86	167	51.49700598802395	(50, 70]
Q5SR56	53	506	10.474308300395258	(10, 30]
Q5SRD0	245	308	79.54545454545455	(70, 90]
Q5SRE7	9	291	3.0927835051546393	(0, 10]
Q5SSJ5	342	553	61.84448462929476	(50, 70]
Q5ST30	147	1063	13.828786453433677	(10, 30]
Q5SV97	626	790	79.24050632911393	(70, 90]
Q5SVQ8	258	909	28.38283828382838	(10, 30]
Q5SVZ6	50	1142	4.378283712784588	(0, 10]
Q5SW79	1301	1584	82.13383838383838	(70, 90]
Q5SW96	83	308	26.948051948051948	(10, 30]
Q5SWA1	367	713	51.472650771388494	(50, 70]
Q5SWX8	44	454	9.691629955947137	(0, 10]
Q5SXH7	179	462	38.74458874458874	(30, 50]
Q5SXM1	1	525	0.19047619047619047	(0, 10]
Q5SXM2	928	1469	63.17222600408441	(50, 70]
Q5SXM8	38	178	21.34831460674157	(10, 30]
Q5SY16	59	702	8.404558404558404	(0, 10]
Q5SY80	7	951	0.7360672975814931	(0, 10]
Q5SYB0	650	1578	41.191381495564	(30, 50]
Q5SYC1	48	327	14.678899082568808	(10, 30]
Q5SYE7	1394	1610	86.58385093167702	(70, 90]
Q5SZB4	193	431	44.779582366589324	(30, 50]
Q5SZD1	212	244	86.88524590163934	(70, 90]
Q5SZI1	77	272	28.308823529411764	(10, 30]
Q5SZK8	352	3169	11.107604922688544	(10, 30]
Q5SZL2	335	805	41.61490683229814	(30, 50]
Q5T011	955	3432	27.826340326340326	(10, 30]
Q5T035	171	196	87.24489795918367	(70, 90]
Q5T0B9	226	420	53.80952380952381	(50, 70]
Q5T0F9	555	858	64.6853146853147	(50, 70]
Q5T0J7	122	233	52.36051502145923	(50, 70]
Q5T0N5	294	605	48.595041322314046	(30, 50]
Q5T0T0	66	291	22.68041237113402	(10, 30]
Q5T0W9	596	1011	58.95153313550939	(50, 70]
Q5T0Z8	1139	1188	95.87542087542089	(90, 100]
Q5T124	205	520	39.42307692307692	(30, 50]
Q5T160	5	578	0.8650519031141869	(0, 10]
Q5T197	48	706	6.79886685552408	(0, 10]
Q5T1B0	218	1012	21.541501976284586	(10, 30]
Q5T1H1	22	3165	0.6951026856240127	(0, 10]
Q5T1J5	109	151	72.18543046357617	(70, 90]
Q5T1M5	732	1219	60.04922067268252	(50, 70]
Q5T1N1	491	836	58.73205741626795	(50, 70]
Q5T1R4	2005	2406	83.33333333333334	(70, 90]
Q5T200	1516	1668	90.88729016786571	(90, 100]
Q5T230	287	341	84.1642228739003	(70, 90]
Q5T2D2	86	321	26.791277258566975	(10, 30]
Q5T2D3	227	398	57.03517587939698	(50, 70]
Q5T2N8	24	411	5.839416058394161	(0, 10]
Q5T2R2	38	415	9.156626506024097	(0, 10]
Q5T2T1	81	576	14.0625	(10, 30]
Q5T2W1	136	519	26.204238921001927	(10, 30]
Q5T3F8	66	832	7.9326923076923075	(0, 10]
Q5T3I0	390	446	87.4439461883408	(70, 90]
Q5T3J3	320	769	41.612483745123534	(30, 50]
Q5T3U5	64	1492	4.289544235924933	(0, 10]
Q5T447	25	861	2.9036004645760745	(0, 10]
Q5T481	867	1227	70.6601466992665	(70, 90]
Q5T4F4	103	411	25.060827250608277	(10, 30]
Q5T4H9	100	136	73.52941176470588	(70, 90]
Q5T4S7	691	5183	13.332047076982443	(10, 30]
Q5T4W7	126	220	57.27272727272727	(50, 70]
Q5T5A8	65	94	69.14893617021278	(50, 70]
Q5T5B0	51	92	55.434782608695656	(50, 70]
Q5T5C0	224	1151	19.46133796698523	(10, 30]
Q5T5D7	19	378	5.026455026455026	(0, 10]
Q5T5J6	242	900	26.88888888888889	(10, 30]
Q5T5M9	31	372	8.333333333333332	(0, 10]
Q5T5P2	1555	1943	80.03088008234688	(70, 90]
Q5T5S1	63	534	11.797752808988763	(10, 30]
Q5T5U3	1354	1958	69.15219611848825	(50, 70]
Q5T5X7	192	828	23.18840579710145	(10, 30]
Q5T5Y3	956	1602	59.675405742821475	(50, 70]
Q5T619	304	568	53.52112676056338	(50, 70]
Q5T655	211	872	24.19724770642202	(10, 30]
Q5T686	100	147	68.02721088435374	(50, 70]
Q5T6C5	490	722	67.86703601108033	(50, 70]
Q5T6F2	884	1119	78.99910634495086	(70, 90]
Q5T6M2	182	205	88.78048780487805	(70, 90]
Q5T6S3	111	580	19.137931034482758	(10, 30]
Q5T742	1	122	0.819672131147541	(0, 10]
Q5T749	94	579	16.234887737478413	(10, 30]
Q5T751	56	118	47.45762711864407	(30, 50]
Q5T752	61	114	53.50877192982456	(50, 70]
Q5T753	58	118	49.152542372881356	(30, 50]
Q5T754	60	118	50.847457627118644	(50, 70]
Q5T7B8	741	1368	54.166666666666664	(50, 70]
Q5T7N2	381	865	44.04624277456647	(30, 50]
Q5T7N3	655	995	65.82914572864321	(50, 70]
Q5T7P2	51	110	46.36363636363636	(30, 50]
Q5T7P3	33	118	27.966101694915253	(10, 30]
Q5T7V8	204	394	51.776649746192895	(50, 70]
Q5T7W0	308	954	32.28511530398323	(30, 50]
Q5T848	522	1215	42.96296296296296	(30, 50]
Q5T890	566	1561	36.258808456117876	(30, 50]
Q5T8A7	1070	1209	88.50289495450787	(70, 90]
Q5T8D3	267	534	50.0	(30, 50]
Q5T8I3	116	360	32.22222222222222	(30, 50]
Q5T8I9	23	393	5.852417302798982	(0, 10]
Q5T8P6	638	1007	63.35650446871897	(50, 70]
Q5T9A4	207	648	31.944444444444443	(30, 50]
Q5T9C2	197	384	51.302083333333336	(50, 70]
Q5T9S5	572	1454	39.33975240715269	(30, 50]
Q5T9Z0	1	273	0.3663003663003663	(0, 10]
Q5TA31	47	235	20.0	(10, 30]
Q5TA45	25	600	4.166666666666666	(0, 10]
Q5TA76	74	89	83.14606741573034	(70, 90]
Q5TA77	57	95	60.0	(50, 70]
Q5TA78	22	99	22.22222222222222	(10, 30]
Q5TA79	25	106	23.58490566037736	(10, 30]
Q5TA81	23	110	20.909090909090907	(10, 30]
Q5TAB7	74	128	57.8125	(50, 70]
Q5TAG4	688	1457	47.22031571722718	(30, 50]
Q5TAH2	8	1124	0.7117437722419928	(0, 10]
Q5TAP6	472	766	61.61879895561357	(50, 70]
Q5TAT6	660	717	92.05020920502092	(90, 100]
Q5TB80	636	1403	45.33143264433357	(30, 50]
Q5TBA9	467	3013	15.499502157318288	(10, 30]
Q5TBB1	143	312	45.83333333333333	(30, 50]
Q5TBE3	47	101	46.53465346534654	(30, 50]
Q5TC12	21	328	6.402439024390244	(0, 10]
Q5TC79	253	503	50.29821073558648	(50, 70]
Q5TC82	745	1133	65.75463371579876	(50, 70]
Q5TC84	238	451	52.77161862527716	(50, 70]
Q5TCH4	8	519	1.5414258188824663	(0, 10]
Q5TCM9	79	118	66.94915254237289	(50, 70]
Q5TCQ9	781	1481	52.73463875759622	(50, 70]
Q5TCS8	395	1911	20.669806384092098	(10, 30]
Q5TCX8	513	1036	49.51737451737452	(30, 50]
Q5TCY1	50	1321	3.785011355034065	(0, 10]
Q5TCZ1	668	1133	58.95851721094439	(50, 70]
Q5TDH0	30	399	7.518796992481203	(0, 10]
Q5TEA6	34	688	4.941860465116279	(0, 10]
Q5TEC3	189	545	34.67889908256881	(30, 50]
Q5TEJ8	144	643	22.3950233281493	(10, 30]
Q5TF21	660	947	69.69376979936642	(50, 70]
Q5TF39	89	518	17.18146718146718	(10, 30]
Q5TF58	251	517	48.54932301740813	(30, 50]
Q5TFE4	43	455	9.45054945054945	(0, 10]
Q5TFG8	144	222	64.86486486486487	(50, 70]
Q5TG30	166	622	26.688102893890676	(10, 30]
Q5TGI4	58	173	33.52601156069364	(30, 50]
Q5TGL8	24	231	10.38961038961039	(10, 30]
Q5TGP6	3	573	0.5235602094240838	(0, 10]
Q5TGY3	1215	1603	75.79538365564567	(70, 90]
Q5TH69	405	2177	18.603582912264585	(10, 30]
Q5TH74	123	334	36.82634730538922	(30, 50]
Q5THJ4	519	4388	11.827711941659071	(10, 30]
Q5THK1	1094	2151	50.860065086006514	(50, 70]
Q5THR3	226	1501	15.056628914057296	(10, 30]
Q5TI25	452	921	49.0770901194354	(30, 50]
Q5TIA1	30	1274	2.3547880690737837	(0, 10]
Q5TID7	351	509	68.95874263261297	(50, 70]
Q5TIE3	367	1220	30.08196721311475	(30, 50]
Q5TKA1	114	542	21.033210332103323	(10, 30]
Q5TYW1	55	1059	5.193578847969783	(0, 10]
Q5TYW2	256	823	31.105710814094774	(30, 50]
Q5TYX0	1	476	0.21008403361344538	(0, 10]
Q5TZA2	1047	2017	51.9087754090233	(50, 70]
Q5TZJ5	798	1347	59.24276169265033	(50, 70]
Q5U3C3	21	297	7.07070707070707	(0, 10]
Q5U4P2	113	390	28.974358974358978	(10, 30]
Q5U5Q3	337	659	51.138088012139605	(50, 70]
Q5U5R9	100	776	12.886597938144329	(10, 30]
Q5U5X0	11	104	10.576923076923077	(10, 30]
Q5U5Z8	177	902	19.623059866962304	(10, 30]
Q5U623	359	682	52.639296187683286	(50, 70]
Q5U651	395	963	41.01765316718588	(30, 50]
Q5UAW9	42	335	12.53731343283582	(10, 30]
Q5UIP0	1189	2472	48.09870550161812	(30, 50]
Q5VIR6	101	699	14.449213161659513	(10, 30]
Q5VIY5	80	522	15.32567049808429	(10, 30]
Q5VSG8	88	457	19.25601750547046	(10, 30]
Q5VSL9	193	837	23.058542413381122	(10, 30]
Q5VSR9	57	72	79.16666666666666	(70, 90]
Q5VST9	1491	7968	18.712349397590362	(10, 30]
Q5VSY0	223	366	60.92896174863388	(50, 70]
Q5VT03	522	806	64.76426799007444	(50, 70]
Q5VT06	2040	3117	65.44754571703561	(50, 70]
Q5VT25	455	1732	26.270207852193995	(10, 30]
Q5VT52	1154	1461	78.98699520876113	(70, 90]
Q5VT66	1	337	0.2967359050445104	(0, 10]
Q5VT79	3	327	0.9174311926605505	(0, 10]
Q5VT97	498	1194	41.70854271356784	(30, 50]
Q5VTA0	5	474	1.0548523206751055	(0, 10]
Q5VTB9	277	566	48.93992932862191	(30, 50]
Q5VTE0	37	462	8.008658008658008	(0, 10]
Q5VTJ3	319	777	41.05534105534105	(30, 50]
Q5VTL7	9	733	1.227830832196453	(0, 10]
Q5VTL8	363	546	66.48351648351648	(50, 70]
Q5VTR2	416	975	42.66666666666667	(30, 50]
Q5VTT5	207	1437	14.40501043841336	(10, 30]
Q5VU36	777	1347	57.6837416481069	(50, 70]
Q5VU43	987	2346	42.071611253196934	(30, 50]
Q5VU57	66	503	13.12127236580517	(10, 30]
Q5VU65	4	1888	0.211864406779661	(0, 10]
Q5VU97	154	1274	12.087912087912088	(10, 30]
Q5VUA4	1666	2279	73.10223782360684	(70, 90]
Q5VUB5	433	890	48.651685393258425	(30, 50]
Q5VUG0	194	894	21.700223713646533	(10, 30]
Q5VUJ6	400	765	52.28758169934641	(50, 70]
Q5VUR7	256	823	31.105710814094774	(30, 50]
Q5VV17	239	481	49.68814968814969	(30, 50]
Q5VV41	265	709	37.37658674188998	(30, 50]
Q5VV42	61	579	10.535405872193436	(10, 30]
Q5VV43	340	1072	31.716417910447763	(30, 50]
Q5VV52	154	315	48.888888888888886	(30, 50]
Q5VV63	51	1379	3.698332124728064	(0, 10]
Q5VV67	1269	1664	76.26201923076923	(70, 90]
Q5VVJ2	217	828	26.207729468599034	(10, 30]
Q5VVQ6	82	348	23.563218390804597	(10, 30]
Q5VVW2	200	1013	19.743336623889437	(10, 30]
Q5VW32	45	411	10.948905109489052	(10, 30]
Q5VW38	35	600	5.833333333333333	(0, 10]
Q5VWG9	836	929	89.98923573735199	(70, 90]
Q5VWI1	218	586	37.20136518771331	(30, 50]
Q5VWJ9	76	437	17.391304347826086	(10, 30]
Q5VWK0	329	638	51.56739811912225	(50, 70]
Q5VWM4	2	474	0.42194092827004215	(0, 10]
Q5VWM5	1	478	0.20920502092050208	(0, 10]
Q5VWP3	292	458	63.75545851528385	(50, 70]
Q5VWQ0	329	802	41.02244389027431	(30, 50]
Q5VWT5	415	728	57.005494505494504	(50, 70]
Q5VWX1	220	349	63.03724928366762	(50, 70]
Q5VWZ2	2	237	0.8438818565400843	(0, 10]
Q5VX52	90	459	19.607843137254903	(10, 30]
Q5VXD3	29	122	23.770491803278688	(10, 30]
Q5VXH4	1	476	0.21008403361344538	(0, 10]
Q5VXH5	2	474	0.42194092827004215	(0, 10]
Q5VXI9	1	398	0.25125628140703515	(0, 10]
Q5VXM1	22	449	4.8997772828507795	(0, 10]
Q5VXT5	45	272	16.544117647058822	(10, 30]
Q5VXU3	80	224	35.714285714285715	(30, 50]
Q5VXU9	119	1444	8.240997229916898	(0, 10]
Q5VY43	215	1037	20.73288331726133	(10, 30]
Q5VYK3	110	1845	5.9620596205962055	(0, 10]
Q5VYM1	744	1079	68.95273401297499	(50, 70]
Q5VYP0	773	1347	57.38678544914625	(50, 70]
Q5VYS8	59	1495	3.9464882943143813	(0, 10]
Q5VYV7	235	408	57.59803921568627	(50, 70]
Q5VZ18	326	495	65.85858585858585	(50, 70]
Q5VZ46	1067	1190	89.66386554621849	(70, 90]
Q5VZ66	201	844	23.81516587677725	(10, 30]
Q5VZB9	219	504	43.452380952380956	(30, 50]
Q5VZE5	67	725	9.241379310344827	(0, 10]
Q5VZI3	59	342	17.251461988304094	(10, 30]
Q5VZK9	463	1371	33.7709700948213	(30, 50]
Q5VZL5	517	1548	33.39793281653747	(30, 50]
Q5VZP5	704	1158	60.79447322970639	(50, 70]
Q5VZQ5	61	186	32.795698924731184	(30, 50]
Q5VZR4	25	150	16.666666666666664	(10, 30]
Q5VZY2	22	271	8.118081180811808	(0, 10]
Q5W041	93	872	10.6651376146789	(10, 30]
Q5W0A0	259	696	37.212643678160916	(30, 50]
Q5W0Q7	400	1092	36.63003663003663	(30, 50]
Q5W0V3	88	765	11.50326797385621	(10, 30]
Q5W0Z9	39	365	10.684931506849315	(10, 30]
Q5W111	15	196	7.653061224489796	(0, 10]
Q5XG87	400	772	51.813471502590666	(50, 70]
Q5XG92	9	561	1.6042780748663104	(0, 10]
Q5XKE5	108	535	20.186915887850468	(10, 30]
Q5XKK7	167	198	84.34343434343434	(70, 90]
Q5XPI4	131	1314	9.969558599695585	(0, 10]
Q5XUX0	176	539	32.6530612244898	(30, 50]
Q5XUX1	99	488	20.28688524590164	(10, 30]
