ACC_ID	Pfam_ID	#Psites_pfam	#pS	#pT	#pY	STY_count	countS	countT	countY	domain_length	perc.psites	Pfam_fam	Pfam_short	Pfam_desc
P16435	PF00667	1	1	0	0	40	19	10	11	220	2.5	FAD_Lum_binding	FAD_binding_1	FAD binding domain
P29474	PF00667	3	1	2	0	37	16	15	6	229	8.10810810810811	FAD_Lum_binding	FAD_binding_1	FAD binding domain
P29475	PF00667	1	1	0	0	43	21	14	8	230	2.32558139534884	FAD_Lum_binding	FAD_binding_1	FAD binding domain
P16442	PF03414	1	0	0	1	43	14	16	13	319	2.32558139534884	GT-A	Glyco_transf_6	Glycosyltransferase family 6
Q7Z4J2	PF03414	1	1	0	0	36	9	14	13	266	2.77777777777778	GT-A	Glyco_transf_6	Glycosyltransferase family 6
P16455	PF02870	1	1	0	0	8	3	4	1	85	12.5		Methyltransf_1N	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain
P16471	PF09067	1	1	0	0	23	7	10	6	99	4.34782608695652	E-set	EpoR_lig-bind	Erythropoietin receptor, ligand binding
P16615	PF00690	1	1	0	0	8	4	4	0	69	12.5		Cation_ATPase_N	Cation transporter/ATPase, N-terminus
P20020	PF00690	1	0	0	1	10	4	4	2	71	10		Cation_ATPase_N	Cation transporter/ATPase, N-terminus
P54707	PF00690	1	1	0	0	10	5	4	1	69	10		Cation_ATPase_N	Cation transporter/ATPase, N-terminus
P16662	PF00201	1	1	0	0	71	33	23	15	503	1.40845070422535	GT-B	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase
Q6UWM9	PF00201	2	2	0	0	69	26	28	15	502	2.89855072463768	GT-B	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase
Q9Y4X1	PF00201	1	1	0	0	72	30	26	16	505	1.38888888888889	GT-B	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase
P16885	PF00387	1	1	0	0	21	9	6	6	113	4.76190476190476	PLC	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
P19174	PF00387	1	0	0	1	20	8	5	7	116	5	PLC	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
Q01970	PF00387	2	1	0	1	20	9	5	6	115	10	PLC	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
Q8N3E9	PF00387	2	2	0	0	17	8	4	5	115	11.7647058823529	PLC	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
P16930	PF01557	3	2	1	0	42	18	13	11	291	7.14285714285714	FAH	FAA_hydrolase	Fumarylacetoacetate (FAA) hydrolase family
Q6P2I3	PF01557	1	0	1	0	23	9	11	3	208	4.34782608695652	FAH	FAA_hydrolase	Fumarylacetoacetate (FAA) hydrolase family
P17040	PF13837	1	0	1	0	32	13	9	10	172	3.125	HTH	Myb_DNA-bind_4	Myb/SANT-like DNA-binding domain
Q6ZTZ1	PF13837	1	0	1	0	13	3	6	4	89	7.69230769230769	HTH	Myb_DNA-bind_4	Myb/SANT-like DNA-binding domain
P17302	PF00029	1	1	0	0	34	15	9	10	231	2.94117647058823	Transporter	Connexin	Connexin
P29033	PF00029	1	1	0	0	33	11	14	8	214	3.03030303030303	Transporter	Connexin	Connexin
P36383	PF00029	1	1	0	0	35	12	11	12	254	2.85714285714286	Transporter	Connexin	Connexin
P48165	PF00029	1	1	0	0	35	16	12	7	227	2.85714285714286	Transporter	Connexin	Connexin
Q9UKL4	PF00029	1	0	1	0	44	16	17	11	275	2.27272727272727	Transporter	Connexin	Connexin
Q9Y6H8	PF00029	2	2	0	0	29	11	11	7	225	6.89655172413793	Transporter	Connexin	Connexin
P17302	PF03508	3	3	0	0	4	3	0	1	20	75		Connexin43	Gap junction alpha-1 protein (Cx43)
P17480	PF14887	2	2	0	0	9	5	2	2	85	22.2222222222222	HMG-box	HMG_box_5	HMG (high mobility group) box 5
P17482	PF04617	2	1	0	1	34	22	4	8	172	5.88235294117647		Hox9_act	Hox9 activation region    
P31269	PF04617	1	1	0	0	34	16	10	8	193	2.94117647058823		Hox9_act	Hox9 activation region    
P31274	PF04617	1	1	0	0	37	21	6	10	179	2.7027027027027		Hox9_act	Hox9 activation region    
P17568	PF05676	1	1	0	0	5	1	1	3	63	20	CHCH	NDUF_B7	NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)
P17658	PF02214	2	1	0	1	12	4	3	5	92	16.6666666666667	POZ	BTB_2	BTB/POZ domain
P22460	PF02214	1	1	0	0	13	4	3	6	92	7.69230769230769	POZ	BTB_2	BTB/POZ domain
P48547	PF02214	2	1	1	0	14	2	7	5	95	14.2857142857143	POZ	BTB_2	BTB/POZ domain
Q14721	PF02214	1	0	1	0	16	6	5	5	100	6.25	POZ	BTB_2	BTB/POZ domain
Q8N5I3	PF02214	1	0	1	0	13	5	6	2	92	7.69230769230769	POZ	BTB_2	BTB/POZ domain
Q92953	PF02214	1	0	1	0	14	4	5	5	100	7.14285714285714	POZ	BTB_2	BTB/POZ domain
Q96CX2	PF02214	1	0	0	1	12	4	3	5	94	8.33333333333333	POZ	BTB_2	BTB/POZ domain
Q9Y597	PF02214	1	0	1	0	16	8	7	1	90	6.25	POZ	BTB_2	BTB/POZ domain
P17677	PF00612	1	1	0	0	3	1	2	0	21	33.3333333333333	EF_hand	IQ	IQ calmodulin-binding motif
P46940	PF00612	1	1	0	0	9	2	2	5	82	11.1111111111111	EF_hand	IQ	IQ calmodulin-binding motif
Q13459	PF00612	3	2	0	1	13	7	2	4	84	23.0769230769231	EF_hand	IQ	IQ calmodulin-binding motif
Q13576	PF00612	1	1	0	0	8	3	2	3	42	12.5	EF_hand	IQ	IQ calmodulin-binding motif
Q92686	PF00612	1	1	0	0	1	1	0	0	21	100	EF_hand	IQ	IQ calmodulin-binding motif
P17677	PF06614	6	2	4	0	29	13	16	0	172	20.6896551724138		Neuromodulin	Neuromodulin
P17707	PF01536	1	1	0	0	65	31	21	13	323	1.53846153846154		SAM_decarbox	Adenosylmethionine decarboxylase
P17752	PF00351	2	1	1	0	56	23	18	15	331	3.57142857142857		Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase
Q8IWU9	PF00351	1	1	0	0	59	21	19	19	331	1.69491525423729		Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase
P17812	PF00117	1	0	0	1	28	13	8	7	238	3.57142857142857	Glutaminase_I	GATase	Glutamine amidotransferase class-I
Q9NRF8	PF00117	1	0	0	1	23	10	8	5	238	4.34782608695652	Glutaminase_I	GATase	Glutamine amidotransferase class-I
P17812	PF06418	3	1	0	2	40	17	14	9	271	7.5	P-loop_NTPase	CTP_synth_N	CTP synthase N-terminus
P17844	PF08061	2	2	0	0	19	7	7	5	68	10.5263157894737		P68HR	P68HR (NUC004) repeat
P17861	PF07716	1	1	0	0	3	2	1	0	55	33.3333333333333	bZIP	bZIP_2	Basic region leucine zipper
P49716	PF07716	1	1	0	0	5	3	1	1	54	20	bZIP	bZIP_2	Basic region leucine zipper
P53567	PF07716	1	1	0	0	6	3	2	1	54	16.6666666666667	bZIP	bZIP_2	Basic region leucine zipper
Q16534	PF07716	1	1	0	0	4	3	0	1	54	25	bZIP	bZIP_2	Basic region leucine zipper
P18075	PF00688	1	0	1	0	33	18	8	7	247	3.03030303030303	Nucleoplasmin	TGFb_propeptide	TGF-beta propeptide
P22003	PF00688	1	1	0	0	45	21	15	9	274	2.22222222222222	Nucleoplasmin	TGFb_propeptide	TGF-beta propeptide
P43026	PF00688	1	0	1	0	23	15	5	3	203	4.34782608695652	Nucleoplasmin	TGFb_propeptide	TGF-beta propeptide
Q9UK05	PF00688	1	0	1	0	43	23	15	5	202	2.32558139534884	Nucleoplasmin	TGFb_propeptide	TGF-beta propeptide
P18077	PF01247	2	0	1	1	14	3	6	5	100	14.2857142857143	EFTPs	Ribosomal_L35Ae	Ribosomal protein L35Ae
P18085	PF00025	3	2	0	1	25	7	13	5	173	12	P-loop_NTPase	Arf	ADP-ribosylation factor family
P36404	PF00025	1	1	0	0	22	11	9	2	174	4.54545454545455	P-loop_NTPase	Arf	ADP-ribosylation factor family
P36405	PF00025	3	2	1	0	23	11	9	3	175	13.0434782608696	P-loop_NTPase	Arf	ADP-ribosylation factor family
P36406	PF00025	2	1	1	0	24	9	10	5	175	8.33333333333333	P-loop_NTPase	Arf	ADP-ribosylation factor family
P40617	PF00025	1	1	0	0	31	14	15	2	179	3.2258064516129	P-loop_NTPase	Arf	ADP-ribosylation factor family
P61204	PF00025	3	2	0	1	21	5	11	5	173	14.2857142857143	P-loop_NTPase	Arf	ADP-ribosylation factor family
P62330	PF00025	1	0	0	1	25	5	13	7	173	4	P-loop_NTPase	Arf	ADP-ribosylation factor family
P84077	PF00025	3	2	0	1	21	5	11	5	175	14.2857142857143	P-loop_NTPase	Arf	ADP-ribosylation factor family
P84085	PF00025	1	0	0	1	25	7	13	5	173	4	P-loop_NTPase	Arf	ADP-ribosylation factor family
Q3SXY8	PF00025	2	0	1	1	22	10	6	6	182	9.09090909090909	P-loop_NTPase	Arf	ADP-ribosylation factor family
Q5H913	PF00025	1	1	0	0	23	9	9	5	183	4.34782608695652	P-loop_NTPase	Arf	ADP-ribosylation factor family
Q8IVW1	PF00025	1	0	0	1	13	3	8	2	87	7.69230769230769	P-loop_NTPase	Arf	ADP-ribosylation factor family
Q96BM9	PF00025	1	1	0	0	20	9	7	4	174	5	P-loop_NTPase	Arf	ADP-ribosylation factor family
Q9H0F7	PF00025	1	0	1	0	24	15	6	3	178	4.16666666666667	P-loop_NTPase	Arf	ADP-ribosylation factor family
Q9NR31	PF00025	1	0	1	0	29	10	14	5	186	3.44827586206897	P-loop_NTPase	Arf	ADP-ribosylation factor family
P18124	PF08079	2	0	1	1	7	0	2	5	72	28.5714285714286		Ribosomal_L30_N	Ribosomal L30 N-terminal domain
P18206	PF01044	36	25	6	5	135	63	63	9	1146	26.6666666666667		Vinculin	Vinculin family
P26232	PF01044	11	6	3	2	122	59	48	15	904	9.01639344262295		Vinculin	Vinculin family
P35221	PF01044	21	10	5	6	104	57	32	15	856	20.1923076923077		Vinculin	Vinculin family
Q9UI47	PF01044	3	1	1	1	121	61	48	12	847	2.47933884297521		Vinculin	Vinculin family
P18583	PF17069	25	22	2	1	66	47	17	2	292	37.8787878787879		RSRP	Arginine/Serine-Rich protein 1
Q9BUV0	PF17069	1	0	1	0	91	62	14	15	290	1.0989010989011		RSRP	Arginine/Serine-Rich protein 1
P18621	PF00237	3	2	0	1	18	7	7	4	135	16.6666666666667		Ribosomal_L22	Ribosomal protein L22p/L17e
P18858	PF04679	2	2	0	0	15	10	1	4	112	13.3333333333333	OB	DNA_ligase_A_C	ATP dependent DNA ligase C terminal region        
P18859	PF05511	2	1	0	1	14	8	4	2	97	14.2857142857143		ATP-synt_F6	Mitochondrial ATP synthase coupling factor 6
P18887	PF01834	1	1	0	0	27	20	4	3	149	3.7037037037037	GBD	XRCC1_N	XRCC1 N terminal domain
P19174	PF00388	1	1	0	0	28	14	8	6	144	3.57142857142857	PLC	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain
P19237	PF00992	1	1	0	0	12	7	3	2	132	8.33333333333333		Troponin	Troponin
P19429	PF00992	1	0	1	0	10	3	6	1	132	10		Troponin	Troponin
P45379	PF00992	1	1	0	0	12	5	4	3	200	8.33333333333333		Troponin	Troponin
P19367	PF03727	1	0	1	0	67	29	28	10	470	1.49253731343284	Actin_ATPase	Hexokinase_2	Hexokinase
P52789	PF03727	3	2	1	0	52	24	22	6	470	5.76923076923077	Actin_ATPase	Hexokinase_2	Hexokinase
P19429	PF11636	1	1	0	0	7	4	1	2	31	14.2857142857143		Troponin-I_N	Troponin I residues 1-32
P19447	PF04851	1	1	0	0	27	12	13	2	160	3.7037037037037	P-loop_NTPase	ResIII	Type III restriction enzyme, res subunit
Q9BYX4	PF04851	1	1	0	0	21	10	6	5	189	4.76190476190476	P-loop_NTPase	ResIII	Type III restriction enzyme, res subunit
Q9UPY3	PF04851	1	0	1	0	30	12	11	7	182	3.33333333333333	P-loop_NTPase	ResIII	Type III restriction enzyme, res subunit
P19447	PF13625	1	1	0	0	22	8	6	8	128	4.54545454545455		Helicase_C_3	Helicase conserved C-terminal domain
P19447	PF16203	1	1	0	0	37	16	10	11	247	2.7027027027027	P-loop_NTPase	ERCC3_RAD25_C	ERCC3/RAD25/XPB C-terminal helicase
P19634	PF16644	9	5	2	2	17	9	5	3	102	52.9411764705882		NEXCaM_BD	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin
Q9UBY0	PF16644	2	1	0	1	28	15	10	3	110	7.14285714285714		NEXCaM_BD	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin
P19793	PF11825	1	1	0	0	31	24	7	0	111	3.2258064516129		Nuc_recep-AF1	Nuclear/hormone receptor activator site AF-1
P19823	PF06668	1	1	0	0	33	15	14	4	187	3.03030303030303		ITI_HC_C	Inter-alpha-trypsin inhibitor heavy chain C-terminus
Q06033	PF06668	2	0	2	0	33	12	18	3	188	6.06060606060606		ITI_HC_C	Inter-alpha-trypsin inhibitor heavy chain C-terminus
P19971	PF02885	1	1	0	0	6	4	2	0	63	16.6666666666667		Glycos_trans_3N	Glycosyl transferase family, helical bundle domain
P20020	PF12424	3	2	1	0	8	5	2	1	47	37.5		ATP_Ca_trans_C	Plasma membrane calcium transporter ATPase C terminal
P23634	PF12424	2	2	0	0	15	9	4	2	83	13.3333333333333		ATP_Ca_trans_C	Plasma membrane calcium transporter ATPase C terminal
Q01814	PF12424	3	1	2	0	7	4	2	1	47	42.8571428571429		ATP_Ca_trans_C	Plasma membrane calcium transporter ATPase C terminal
Q16720	PF12424	2	1	1	0	8	4	3	1	47	25		ATP_Ca_trans_C	Plasma membrane calcium transporter ATPase C terminal
P20042	PF01873	2	1	0	1	17	5	9	3	117	11.7647058823529	HTH	eIF-5_eIF-2B	Domain found in IF2B/IF5
P55010	PF01873	2	2	0	0	16	4	6	6	123	12.5	HTH	eIF-5_eIF-2B	Domain found in IF2B/IF5
P20248	PF16500	2	2	0	0	14	8	5	1	139	14.2857142857143		Cyclin_N2	N-terminal region of cyclin_N
P20396	PF05438	1	0	0	1	14	8	4	2	201	7.14285714285714		TRH	Thyrotropin-releasing hormone (TRH)
P20585	PF05192	1	0	1	0	45	24	15	6	299	2.22222222222222		MutS_III	MutS domain III
P43246	PF05192	2	1	0	1	40	17	16	7	305	5		MutS_III	MutS domain III
P52701	PF05192	2	2	0	0	45	15	19	11	327	4.44444444444444		MutS_III	MutS domain III
P20591	PF02212	2	1	1	0	16	8	5	3	92	12.5		GED	Dynamin GTPase effector domain
P20592	PF01031	1	0	1	0	33	8	16	9	288	3.03030303030303		Dynamin_M	Dynamin central region
P50570	PF01031	2	1	1	0	35	13	15	7	287	5.71428571428571		Dynamin_M	Dynamin central region
Q05193	PF01031	3	2	0	1	33	10	15	8	287	9.09090909090909		Dynamin_M	Dynamin central region
P20645	PF02157	2	2	0	0	36	19	9	8	254	5.55555555555556	M6PR	Man-6-P_recep	Mannose-6-phosphate receptor
P20742	PF07678	1	1	0	0	60	22	22	16	317	1.66666666666667	6_Hairpin	TED_complement	A-macroglobulin TED domain
P20809	PF07400	1	1	0	0	21	11	9	1	174	4.76190476190476	4H_Cytokine	IL11	Interleukin 11
P20810	PF00748	27	20	6	1	91	51	34	6	542	29.6703296703297		Calpain_inhib	Calpain inhibitor
P20823	PF04812	1	1	0	0	67	34	28	5	259	1.49253731343284		HNF-1B_C	Hepatocyte nuclear factor 1 (HNF-1), beta isoform C terminus
P35680	PF04812	1	1	0	0	64	46	14	4	237	1.5625		HNF-1B_C	Hepatocyte nuclear factor 1 (HNF-1), beta isoform C terminus
P20823	PF04814	4	1	3	0	22	8	10	4	161	18.1818181818182	HTH	HNF-1_N	Hepatocyte nuclear factor 1 (HNF-1), N terminus
P35680	PF04814	7	5	1	1	26	11	11	4	167	26.9230769230769	HTH	HNF-1_N	Hepatocyte nuclear factor 1 (HNF-1), N terminus
Q6NT76	PF04814	6	5	1	0	52	31	14	7	203	11.5384615384615	HTH	HNF-1_N	Hepatocyte nuclear factor 1 (HNF-1), N terminus
P21283	PF03223	3	3	0	0	49	22	14	13	367	6.12244897959184		V-ATPase_C	V-ATPase subunit C
Q8NEY4	PF03223	1	0	1	0	71	32	27	12	414	1.40845070422535		V-ATPase_C	V-ATPase subunit C
P21399	PF00330	1	1	0	0	69	26	26	17	506	1.44927536231884		Aconitase	Aconitase family (aconitate hydratase)
Q99798	PF00330	1	1	0	0	62	25	24	13	437	1.61290322580645		Aconitase	Aconitase family (aconitate hydratase)
P21399	PF00694	1	1	0	0	17	7	4	6	130	5.88235294117647	Leu-IlvD	Aconitase_C	Aconitase C-terminal domain
P21580	PF02338	1	1	0	0	28	12	9	7	160	3.57142857142857	Peptidase_CA	OTU	OTU-like cysteine protease
Q8N6M0	PF02338	1	0	0	1	21	6	7	8	126	4.76190476190476	Peptidase_CA	OTU	OTU-like cysteine protease
Q96JH7	PF02338	1	1	0	0	14	9	2	3	142	7.14285714285714	Peptidase_CA	OTU	OTU-like cysteine protease
P21583	PF02404	1	1	0	0	49	31	13	5	273	2.04081632653061	4H_Cytokine	SCF	Stem cell factor
P21589	PF02872	1	1	0	0	23	10	8	5	176	4.34782608695652		5_nucleotid_C	5'-nucleotidase, C-terminal domain
P21675	PF12157	5	1	4	0	61	23	21	17	464	8.19672131147541	Triple_barrel	DUF3591	Protein of unknown function (DUF3591)
Q8IZX4	PF12157	4	1	3	0	58	23	19	16	464	6.89655172413793	Triple_barrel	DUF3591	Protein of unknown function (DUF3591)
P21796	PF01459	12	7	4	1	59	18	30	11	274	20.3389830508475	MBB	Porin_3	Eukaryotic porin
P45880	PF01459	11	6	4	1	62	23	29	10	274	17.741935483871	MBB	Porin_3	Eukaryotic porin
Q9Y277	PF01459	3	1	1	1	60	22	26	12	274	5	MBB	Porin_3	Eukaryotic porin
P21817	PF02026	3	1	1	1	49	13	21	15	358	6.12244897959184		RyR	RyR domain
Q15413	PF02026	1	0	0	1	49	18	18	13	358	2.04081632653061		RyR	RyR domain
Q92736	PF02026	1	0	0	1	52	20	15	17	358	1.92307692307692		RyR	RyR domain
P21817	PF06459	2	1	1	0	30	14	9	7	290	6.66666666666667		RR_TM4-6	Ryanodine Receptor TM 4-6
Q92736	PF06459	1	0	0	1	40	20	10	10	267	2.5		RR_TM4-6	Ryanodine Receptor TM 4-6
P21912	PF13534	1	0	1	0	14	5	5	4	74	7.14285714285714	4Fe-4S	Fer4_17	4Fe-4S dicluster domain
P21964	PF01596	1	1	0	0	17	5	7	5	162	5.88235294117647	NADP_Rossmann	Methyltransf_3	O-methyltransferase
P22033	PF01642	1	1	0	0	77	30	31	16	513	1.2987012987013		MM_CoA_mutase	Methylmalonyl-CoA mutase
P22033	PF02310	1	0	1	0	9	3	5	1	119	11.1111111111111	NADP_Rossmann	B12-binding	B12 binding domain
P22061	PF01135	1	0	1	0	26	12	7	7	214	3.84615384615385	NADP_Rossmann	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
Q96MG8	PF01135	1	0	0	1	31	14	6	11	216	3.2258064516129	NADP_Rossmann	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
P22083	PF00852	1	0	0	1	25	11	4	10	176	4	GT-B	Glyco_transf_10	Glycosyltransferase family 10 (fucosyltransferase) C-term
P22087	PF01269	3	3	0	0	28	13	8	7	228	10.7142857142857	NADP_Rossmann	Fibrillarin	Fibrillarin
P22090	PF08071	1	0	1	0	3	1	2	0	37	33.3333333333333		RS4NT	RS4NT (NUC023) domain
P62701	PF08071	1	0	1	0	3	1	2	0	37	33.3333333333333		RS4NT	RS4NT (NUC023) domain
Q8TD47	PF08071	1	0	1	0	3	1	2	0	37	33.3333333333333		RS4NT	RS4NT (NUC023) domain
P22102	PF00586	1	0	1	0	11	3	5	3	120	9.09090909090909		AIRS	AIR synthase related protein, N-terminal domain
P22102	PF02843	1	0	0	1	11	2	6	3	91	9.09090909090909	Hybrid	GARS_C	Phosphoribosylglycinamide synthetase, C domain
P22102	PF02844	1	1	0	0	12	7	5	0	102	8.33333333333333	PreATP-grasp	GARS_N	Phosphoribosylglycinamide synthetase, N domain
P22234	PF01259	8	4	2	2	30	12	13	5	237	26.6666666666667		SAICAR_synt	SAICAR synthetase
P22307	PF02036	1	1	0	0	9	4	5	0	103	11.1111111111111	SCP2	SCP2	SCP-2 sterol transfer family
P22314	PF09358	1	1	0	0	13	6	4	3	99	7.69230769230769		E1_UFD	Ubiquitin fold domain
P22314	PF16190	1	1	0	0	12	7	3	2	71	8.33333333333333		E1_FCCH	Ubiquitin-activating enzyme E1 FCCH domain
P22413	PF01663	1	0	0	1	58	24	11	23	327	1.72413793103448	Alk_phosphatase	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase
Q9Y6X5	PF01663	1	0	1	0	55	24	15	16	312	1.81818181818182	Alk_phosphatase	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase
P22466	PF06540	2	2	0	0	7	6	1	0	61	28.5714285714286		GMAP	Galanin message associated peptide (GMAP)
P22531	PF14820	2	1	1	0	5	2	2	1	68	40		SPRR2	Small proline-rich 2
P22532	PF14820	1	1	0	0	7	3	2	2	68	14.2857142857143		SPRR2	Small proline-rich 2
P35325	PF14820	1	1	0	0	7	2	2	3	68	14.2857142857143		SPRR2	Small proline-rich 2
P35326	PF14820	1	1	0	0	8	3	2	3	68	12.5		SPRR2	Small proline-rich 2
Q96RM1	PF14820	3	1	1	1	6	4	1	1	68	50		SPRR2	Small proline-rich 2
P22670	PF04589	4	2	2	0	66	32	25	9	222	6.06060606060606		RFX1_trans_act	RFX1 transcription activation region      
P22695	PF00675	1	0	1	0	27	10	12	5	147	3.7037037037037	Peptidase_ME	Peptidase_M16	Insulinase (Peptidase family M16)
P31930	PF00675	3	3	0	0	25	12	8	5	148	12	Peptidase_ME	Peptidase_M16	Insulinase (Peptidase family M16)
P23025	PF05181	1	0	0	1	5	1	2	2	52	20		XPA_C	XPA protein C-terminus
P23109	PF00962	1	0	1	0	66	29	18	19	408	1.51515151515152	Amidohydrolase	A_deaminase	Adenosine/AMP deaminase
Q01433	PF00962	1	1	0	0	61	31	13	17	408	1.63934426229508	Amidohydrolase	A_deaminase	Adenosine/AMP deaminase
Q6DHV7	PF00962	1	1	0	0	56	25	23	8	328	1.78571428571429	Amidohydrolase	A_deaminase	Adenosine/AMP deaminase
Q9NZK5	PF00962	1	1	0	0	55	21	20	14	323	1.81818181818182	Amidohydrolase	A_deaminase	Adenosine/AMP deaminase
P23193	PF01096	1	0	1	0	8	1	6	1	39	12.5	Zn_Beta_Ribbon	TFIIS_C	Transcription factor S-II (TFIIS)
Q15560	PF01096	1	0	1	0	9	2	6	1	39	11.1111111111111	Zn_Beta_Ribbon	TFIIS_C	Transcription factor S-II (TFIIS)
P23193	PF07500	1	1	0	0	12	5	4	3	111	8.33333333333333		TFIIS_M	Transcription factor S-II (TFIIS), central domain
Q92576	PF07500	2	1	1	0	14	7	5	2	114	14.2857142857143		TFIIS_M	Transcription factor S-II (TFIIS), central domain
Q9BTC0	PF07500	1	1	0	0	15	10	3	2	114	6.66666666666667		TFIIS_M	Transcription factor S-II (TFIIS), central domain
P23193	PF08711	1	1	0	0	10	6	4	0	52	10		Med26	TFIIS helical bundle-like domain
P23246	PF08075	2	0	1	1	6	1	2	3	52	33.3333333333333		NOPS	NOPS (NUC059) domain
Q15233	PF08075	1	1	0	0	4	1	1	2	52	25		NOPS	NOPS (NUC059) domain
Q8WXF1	PF08075	1	0	1	0	5	1	2	2	52	20		NOPS	NOPS (NUC059) domain
P23327	PF10529	1	1	0	0	6	6	0	0	92	16.6666666666667		Hist_rich_Ca-bd	Histidine-rich Calcium-binding repeat region
P23378	PF02347	2	1	1	0	58	21	25	12	424	3.44827586206897	PLP_aminotran	GDC-P	Glycine cleavage system P-protein
P23381	PF00579	1	0	1	0	48	19	18	11	293	2.08333333333333	HUP	tRNA-synt_1b	tRNA synthetases class I (W and Y)
P23396	PF00189	1	0	0	1	9	4	1	4	84	11.1111111111111		Ribosomal_S3_C	Ribosomal protein S3, C-terminal domain
P23396	PF07650	1	1	0	0	12	2	8	2	77	8.33333333333333	KH	KH_2	KH domain
P23434	PF01597	1	1	0	0	23	11	7	5	121	4.34782608695652	Hybrid	GCV_H	Glycine cleavage H-protein
P23435	PF00386	1	1	0	0	23	12	6	5	128	4.34782608695652	C1q_TNF	C1q	C1q domain
P23458	PF18377	2	2	0	0	22	8	8	6	131	9.09090909090909	FERM_M	FERM_F2	FERM F2 acyl-CoA binding protein-like domain
P23458	PF18379	1	0	1	0	17	5	6	6	94	5.88235294117647	FERM_M	FERM_F1	FERM F1 ubiquitin-like domain
P23511	PF02045	1	1	0	0	4	1	0	3	56	25		CBFB_NFYA	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
P23515	PF00560	1	1	0	0	4	3	1	0	24	25	LRR	LRR_1	Leucine Rich Repeat
P23526	PF00670	2	1	0	1	12	1	7	4	162	16.6666666666667	NADP_Rossmann	AdoHcyase_NAD	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
P23526	PF05221	4	3	0	1	52	13	25	14	429	7.69230769230769	Form_Glyc_dh	AdoHcyase	S-adenosyl-L-homocysteine hydrolase
P23528	PF00241	14	3	5	6	21	8	7	6	140	66.6666666666667	ADF	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
P60981	PF00241	5	2	1	2	14	7	4	3	129	35.7142857142857	ADF	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
Q12792	PF00241	1	0	0	1	42	19	8	15	256	2.38095238095238	ADF	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
Q6IBS0	PF00241	1	0	0	1	35	14	9	12	255	2.85714285714286	ADF	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
Q9UJU6	PF00241	2	1	1	0	17	7	7	3	120	11.7647058823529	ADF	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
Q9Y281	PF00241	7	1	1	5	22	10	7	5	142	31.8181818181818	ADF	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
P23560	PF00243	1	0	1	0	25	9	12	4	114	4	Cystine-knot	NGF	Nerve growth factor family
P23743	PF00609	1	0	0	1	30	13	12	5	182	3.33333333333333		DAGK_acc	Diacylglycerol kinase accessory domain
P23743	PF14513	1	0	0	1	19	8	5	6	114	5.26315789473684	EF_hand	DAG_kinase_N	Diacylglycerol kinase N-terminus
P49619	PF14513	1	1	0	0	36	19	10	7	171	2.77777777777778	EF_hand	DAG_kinase_N	Diacylglycerol kinase N-terminus
Q9Y6T7	PF14513	2	0	1	1	25	13	8	4	144	8	EF_hand	DAG_kinase_N	Diacylglycerol kinase N-terminus
P23919	PF02223	1	1	0	0	22	13	6	3	181	4.54545454545455	P-loop_NTPase	Thymidylate_kin	Thymidylate kinase
P23921	PF02867	3	2	0	1	91	34	28	29	523	3.2967032967033	PFL-like	Ribonuc_red_lgC	Ribonucleotide reductase, barrel domain
P24001	PF15225	2	1	1	0	10	7	3	0	97	20		IL32	Interleukin 32
P24043	PF06009	1	1	0	0	16	8	5	3	137	6.25		Laminin_II	Laminin Domain II
P25391	PF06009	1	1	0	0	30	16	12	2	135	3.33333333333333		Laminin_II	Laminin Domain II
P24386	PF00996	1	1	0	0	93	43	29	21	473	1.0752688172043	NADP_Rossmann	GDI	GDP dissociation inhibitor
P31150	PF00996	2	0	0	2	74	25	24	25	436	2.7027027027027	NADP_Rossmann	GDI	GDP dissociation inhibitor
