STY_count	#Psites_pfam	perc_phos_indomain	Phos_contribution_fromallproteins_toproteome_92453	Pfam_ID	#Proteins	avgDomain_length	avgSTY_count	#avgPsites_pfam	avg_perc_phos_indomain	avg_#pS	avg_#pT	avg_#pY	avg_countS	avg_countT	avg_countY	Pfam_desc	Pfam_short
238	4	1.680672268907563	0.0043265226655706136	PF05649	4	392	60	1.0	1.667	1.0	0.0	0.0	27	18	14	Peptidase family M13	Peptidase_M13_N
16	1	6.25	0.0010816306663926534	PF05652	1	104	16	1.0	6.25	1.0	0.0	0.0	6	6	4	Scavenger mRNA decapping enzyme (DcpS) N-terminal	DcpS
76	1	1.3157894736842104	0.0010816306663926534	PF05667	1	597	76	1.0	1.316	1.0	0.0	0.0	38	30	8	Protein of unknown function (DUF812)	DUF812
30	5	16.666666666666664	0.005408153331963267	PF05672	3	161	10	1.67	16.7	0.67	0.67	0.33	4	6	0	MAP7 (E-MAP-115) family	MAP7
5	1	20.0	0.0010816306663926534	PF05676	1	63	5	1.0	20.0	1.0	0.0	0.0	1	1	3	NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)	NDUF_B7
315	7	2.2222222222222223	0.007571414664748575	PF05679	5	494	63	1.4	2.222	1.0	0.4	0.0	27	19	17	Chondroitin N-acetylgalactosaminyltransferase	CHGN
8	1	12.5	0.0010816306663926534	PF05680	1	67	8	1.0	12.5	1.0	0.0	0.0	3	1	4	ATP synthase E chain	ATP-synt_E
206	9	4.368932038834951	0.009734675997533882	PF05693	2	634	103	4.5	4.369	4.0	0.0	0.5	39	38	26	Glycogen synthase	Glycogen_syn
68	2	2.941176470588235	0.0021632613327853068	PF05694	1	467	68	2.0	2.941	2.0	0.0	0.0	32	19	17	56kDa selenium binding protein (SBP56)	SBP56
21	2	9.523809523809524	0.0021632613327853068	PF05699	2	80	10	1.0	10.0	1.0	0.0	0.0	6	2	2	hAT family C-terminal dimerisation region	Dimer_Tnp_hAT
28	4	14.285714285714285	0.0043265226655706136	PF05700	1	206	28	4.0	14.286	2.0	0.0	2.0	11	7	10	Breast carcinoma amplified sequence 2 (BCAS2)	BCAS2
30	2	6.666666666666667	0.0021632613327853068	PF05706	1	168	30	2.0	6.667	2.0	0.0	0.0	15	10	5	Cyclin-dependent kinase inhibitor 3 (CDKN3)	CDKN3
134	11	8.208955223880597	0.01189793733031919	PF05712	2	355	67	5.5	8.209	4.0	1.5	0.0	32	22	13	MRG	MRG
101	2	1.9801980198019802	0.0021632613327853068	PF05716	1	621	101	2.0	1.98	2.0	0.0	0.0	66	24	11	A-kinase anchor protein 110 kDa (AKAP 110)	AKAP_110
36	1	2.7777777777777777	0.0010816306663926534	PF05719	1	227	36	1.0	2.778	1.0	0.0	0.0	11	21	4	Golgi phosphoprotein 3 (GPP34)	GPP34
35	1	2.857142857142857	0.0010816306663926534	PF05721	1	248	35	1.0	2.857	0.0	1.0	0.0	22	10	3	Phytanoyl-CoA dioxygenase (PhyH)	PhyH
134	7	5.223880597014925	0.007571414664748575	PF05729	6	168	22	1.17	5.318	0.17	0.5	0.5	9	9	4	NACHT domain	NACHT
96	3	3.125	0.0032448919991779606	PF05731	2	384	48	1.5	3.125	1.0	0.0	0.5	24	14	10	TROVE domain	TROVE
70	4	5.714285714285714	0.0043265226655706136	PF05735	2	198	35	2.0	5.714	1.0	1.0	0.0	11	14	10	Thrombospondin C-terminal region	TSP_C
16	3	18.75	0.0032448919991779606	PF05739	3	55	5	1.0	20.0	0.33	0.33	0.33	2	2	1	SNARE domain	SNARE
8	1	12.5	0.0010816306663926534	PF05741	1	54	8	1.0	12.5	0.0	0.0	1.0	1	4	3	Nanos RNA binding domain	zf-nanos
30	1	3.3333333333333335	0.0010816306663926534	PF05760	1	203	30	1.0	3.333	1.0	0.0	0.0	20	8	2	Immediate early response protein (IER)	IER
89	1	1.1235955056179776	0.0010816306663926534	PF05761	1	455	89	1.0	1.124	1.0	0.0	0.0	34	27	28	5' nucleotidase family	5_nucleotid
36	4	11.11111111111111	0.0043265226655706136	PF05764	1	210	36	4.0	11.111	2.0	2.0	0.0	16	14	6	YL1 nuclear protein	YL1
19	1	5.263157894736842	0.0010816306663926534	PF05769	1	217	19	1.0	5.263	0.0	1.0	0.0	10	7	2	SIKE family	SIKE
84	5	5.952380952380952	0.005408153331963267	PF05773	4	130	21	1.25	5.952	1.25	0.0	0.0	10	5	6	RWD domain	RWD
186	15	8.064516129032258	0.016224459995889805	PF05781	2	560	93	7.5	8.065	7.0	0.5	0.0	60	26	6	MRVI1 protein	MRVI1
152	40	26.31578947368421	0.04326522665570614	PF05783	2	470	76	20.0	26.316	12.0	6.0	2.0	40	24	12	Dynein light intermediate chain (DLIC)	DLIC
113	21	18.58407079646018	0.022714243994245726	PF05786	1	709	113	21.0	18.584	13.0	7.0	1.0	50	49	14	Condensin complex subunit 2	Cnd2
87	20	22.988505747126435	0.02163261332785307	PF05793	1	516	87	20.0	22.989	11.0	9.0	0.0	52	26	9	Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)	TFIIF_alpha
55	3	5.454545454545454	0.0032448919991779606	PF05794	1	426	55	3.0	5.455	3.0	0.0	0.0	28	18	9	T-complex protein 11	Tcp11
74	1	1.3513513513513513	0.0010816306663926534	PF05804	1	708	74	1.0	1.351	1.0	0.0	0.0	30	21	23	Kinesin-associated protein (KAP)	KAP
15	1	6.666666666666667	0.0010816306663926534	PF05811	1	128	15	1.0	6.667	1.0	0.0	0.0	10	5	0	Eukaryotic protein of unknown function (DUF842)	DUF842
31	1	3.225806451612903	0.0010816306663926534	PF05822	1	246	31	1.0	3.226	1.0	0.0	0.0	12	7	12	Pyrimidine 5'-nucleotidase (UMPH-1)	UMPH-1
216	26	12.037037037037036	0.028122397326208994	PF05831	17	111	13	1.53	11.769	0.59	0.88	0.06	6	5	2	GAGE protein	GAGE
67	3	4.477611940298507	0.0032448919991779606	PF05833	1	520	67	3.0	4.478	2.0	1.0	0.0	25	23	19	Fibronectin-binding protein A N-terminus (FbpA)	FbpA
45	6	13.333333333333334	0.006489783998355921	PF05835	4	136	11	1.5	13.636	1.0	0.25	0.25	5	4	3	Synaphin protein	Synaphin
15	1	6.666666666666667	0.0010816306663926534	PF05859	1	133	15	1.0	6.667	1.0	0.0	0.0	4	6	5	Mis12 protein	Mis12
19	1	5.263157894736842	0.0010816306663926534	PF05873	1	153	19	1.0	5.263	1.0	0.0	0.0	7	6	6	ATP synthase D chain, mitochondrial (ATP5H)	Mt_ATP-synt_D
39	2	5.128205128205128	0.0021632613327853068	PF05881	1	235	39	2.0	5.128	2.0	0.0	0.0	14	17	8	2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP or CNPase)	CNPase
61	1	1.639344262295082	0.0010816306663926534	PF05889	1	399	61	1.0	1.639	1.0	0.0	0.0	32	18	11	O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS	SepSecS
27	7	25.925925925925924	0.007571414664748575	PF05890	1	281	27	7.0	25.926	6.0	0.0	1.0	12	9	6	Eukaryotic rRNA processing protein EBP2	Ebp2
30	1	3.3333333333333335	0.0010816306663926534	PF05891	1	216	30	1.0	3.333	0.0	0.0	1.0	13	9	8	AdoMet dependent proline di-methyltransferase	Methyltransf_PK
116	13	11.206896551724139	0.014061198663104497	PF05902	4	112	29	3.25	11.207	2.25	0.5	0.5	8	20	1	4.1 protein C-terminal domain (CTD)	4_1_CTD
29	1	3.4482758620689653	0.0010816306663926534	PF05903	1	143	29	1.0	3.448	1.0	0.0	0.0	15	8	6	PPPDE putative peptidase domain	Peptidase_C97
78	2	2.564102564102564	0.0021632613327853068	PF05914	2	342	39	1.0	2.564	0.5	0.5	0.0	16	16	7	RIB43A	RIB43A
56	10	17.857142857142858	0.010816306663926535	PF05915	2	127	28	5.0	17.857	3.5	0.5	1.0	14	6	8	Eukaryotic protein of unknown function (DUF872)	DUF872
11	1	9.090909090909092	0.0010816306663926534	PF05916	1	107	11	1.0	9.091	1.0	0.0	0.0	7	2	2	GINS complex protein	Sld5
72	6	8.333333333333332	0.006489783998355921	PF05918	1	519	72	6.0	8.333	4.0	1.0	1.0	30	29	13	Apoptosis inhibitory protein 5 (API5)	API5
21	3	14.285714285714285	0.0032448919991779606	PF05920	3	40	7	1.0	14.286	0.0	0.33	0.67	3	2	2	Homeobox KN domain	Homeobox_KN
55	8	14.545454545454545	0.008653045331141227	PF05923	1	167	55	8.0	14.545	6.0	0.0	2.0	35	15	5	APC repeat	APC_r
11	2	18.181818181818183	0.0021632613327853068	PF05924	1	66	11	2.0	18.182	2.0	0.0	0.0	10	1	0	SAMP Motif	SAMP
86	14	16.27906976744186	0.01514282932949715	PF05934	1	549	86	14.0	16.279	9.0	4.0	1.0	37	27	22	Mid-1-related chloride channel (MCLC)	MCLC
50	10	20.0	0.010816306663926535	PF05937	1	174	50	10.0	20.0	5.0	5.0	0.0	33	15	2	EB-1 Binding Domain	EB1_binding
168	25	14.880952380952381	0.02704076665981634	PF05956	2	343	84	12.5	14.881	11.0	1.5	0.0	62	20	2	APC basic domain	APC_basic
11	1	9.090909090909092	0.0010816306663926534	PF05964	1	52	11	1.0	9.091	1.0	0.0	0.0	5	2	4	F/Y-rich N-terminus	FYRN
10	1	10.0	0.0010816306663926534	PF05965	1	83	10	1.0	10.0	0.0	1.0	0.0	7	1	2	F/Y rich C-terminus	FYRC
41	1	2.4390243902439024	0.0010816306663926534	PF05971	1	291	41	1.0	2.439	1.0	0.0	0.0	17	13	11	RNA methyltransferase	Methyltransf_10
13	1	7.6923076923076925	0.0010816306663926534	PF05972	1	45	13	1.0	7.692	0.0	1.0	0.0	4	3	6	APC 15 residue motif	APC_15aa
73	3	4.10958904109589	0.0032448919991779606	PF05986	3	118	24	1.0	4.167	0.0	0.33	0.67	8	10	6	ADAM-TS Spacer 1	ADAM_spacer1
233	9	3.862660944206009	0.009734675997533882	PF05994	2	839	116	4.5	3.879	1.5	2.0	1.0	46	34	36	Cytoplasmic Fragile-X interacting family	FragX_IP
24	1	4.166666666666666	0.0010816306663926534	PF05995	1	170	24	1.0	4.167	0.0	1.0	0.0	10	8	6	Cysteine dioxygenase type I	CDO_I
23	1	4.3478260869565215	0.0010816306663926534	PF05997	1	209	23	1.0	4.348	1.0	0.0	0.0	10	8	5	Nucleolar protein,Nop52	Nop52
63	12	19.047619047619047	0.012979567996711842	PF06003	2	203	32	6.0	18.75	4.5	1.5	0.0	18	8	6	Survival motor neuron protein (SMN)	SMN
131	5	3.816793893129771	0.005408153331963267	PF06008	4	260	33	1.25	3.788	0.75	0.5	0.0	16	14	3	Laminin Domain I	Laminin_I
46	2	4.3478260869565215	0.0021632613327853068	PF06009	2	136	23	1.0	4.348	1.0	0.0	0.0	12	8	2	Laminin Domain II	Laminin_II
108	12	11.11111111111111	0.012979567996711842	PF06017	4	192	27	3.0	11.111	2.0	0.75	0.25	14	8	4	Unconventional myosin tail, actin- and lipid-binding	Myosin_TH1
64	4	6.25	0.0043265226655706136	PF06021	2	206	32	2.0	6.25	2.0	0.0	0.0	17	8	6	Aralkyl acyl-CoA:amino acid N-acyltransferase	Gly_acyl_tr_N
57	3	5.263157894736842	0.0032448919991779606	PF06025	1	385	57	3.0	5.263	3.0	0.0	0.0	28	23	6	Domain of Unknown Function (DUF913)	DUF913
9	2	22.22222222222222	0.0021632613327853068	PF06031	2	36	4	1.0	25.0	0.0	0.5	0.5	2	1	2	SERTA motif	SERTA
97	3	3.0927835051546393	0.0032448919991779606	PF06046	2	446	48	1.5	3.125	1.0	0.0	0.5	24	16	8	Exocyst complex component Sec6	Sec6
28	4	14.285714285714285	0.0043265226655706136	PF06047	2	102	14	2.0	14.286	1.0	0.0	1.0	8	1	4	NF-kappa-B-activating protein C-terminal domain	Nkap_C
39	3	7.6923076923076925	0.0032448919991779606	PF06058	2	117	20	1.5	7.5	1.0	0.0	0.5	6	6	6	Dcp1-like decapping family	DCP1
83	2	2.4096385542168677	0.0021632613327853068	PF06060	1	629	83	2.0	2.41	2.0	0.0	0.0	43	29	11	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)	Mesothelin
100	3	3.0	0.0032448919991779606	PF06068	2	350	50	1.5	3.0	1.0	0.0	0.5	20	24	6	TIP49 P-loop domain	TIP49
19	1	5.263157894736842	0.0010816306663926534	PF06080	1	203	19	1.0	5.263	1.0	0.0	0.0	9	7	3	Protein of unknown function (DUF938)	DUF938
66	1	1.5151515151515151	0.0010816306663926534	PF06090	1	445	66	1.0	1.515	1.0	0.0	0.0	32	16	18	Inositol-pentakisphosphate 2-kinase	Ins_P5_2-kin
30	1	3.3333333333333335	0.0010816306663926534	PF06098	1	283	30	1.0	3.333	1.0	0.0	0.0	9	12	9	Radial spoke protein 3	Radial_spoke_3
39	1	2.564102564102564	0.0010816306663926534	PF06105	1	238	39	1.0	2.564	1.0	0.0	0.0	20	10	9	Aph-1 protein	Aph-1
16	1	6.25	0.0010816306663926534	PF06110	1	115	16	1.0	6.25	0.0	1.0	0.0	7	5	4	Eukaryotic protein of unknown function (DUF953)	DUF953
52	1	1.9230769230769231	0.0010816306663926534	PF06113	1	326	52	1.0	1.923	0.0	1.0	0.0	21	16	15	Brain and reproductive organ-expressed protein (BRE)	BRE
19	1	5.263157894736842	0.0010816306663926534	PF06119	1	94	19	1.0	5.263	1.0	0.0	0.0	10	4	5	Nidogen-like	NIDO
14	1	7.142857142857142	0.0010816306663926534	PF06148	1	133	14	1.0	7.143	1.0	0.0	0.0	9	2	3	COG (conserved oligomeric Golgi) complex component, COG2	COG2
21	1	4.761904761904762	0.0010816306663926534	PF06155	1	95	21	1.0	4.762	0.0	1.0	0.0	7	10	4	Gamma-butyrobetaine hydroxylase-like, N-terminal	GBBH-like_N
54	7	12.962962962962962	0.007571414664748575	PF06209	1	472	54	7.0	12.963	4.0	2.0	1.0	24	21	9	Cofactor of BRCA1 (COBRA1)	COBRA1
15	1	6.666666666666667	0.0010816306663926534	PF06212	1	125	15	1.0	6.667	0.0	0.0	1.0	4	6	5	GRIM-19 protein	GRIM-19
11	4	36.36363636363637	0.0043265226655706136	PF06220	1	38	11	4.0	36.364	1.0	0.0	3.0	3	3	5	U1 zinc finger	zf-U1
18	5	27.77777777777778	0.005408153331963267	PF06244	1	207	18	5.0	27.778	4.0	0.0	1.0	9	8	1	Coiled-coil domain-containing protein 124 /Oxs1	Ccdc124
18	3	16.666666666666664	0.0032448919991779606	PF06246	1	266	18	3.0	16.667	2.0	1.0	0.0	6	4	8	Isy1-like splicing family	Isy1
98	4	4.081632653061225	0.0043265226655706136	PF06248	1	556	98	4.0	4.082	1.0	3.0	0.0	49	33	16	Centromere/kinetochore Zw10	Zw10
84	7	8.333333333333332	0.007571414664748575	PF06268	1	444	84	7.0	8.333	5.0	2.0	0.0	36	32	16	Fascin domain	Fascin
18	2	11.11111111111111	0.0021632613327853068	PF06278	1	113	18	2.0	11.111	2.0	0.0	0.0	10	3	5	Condensin II complex subunit CAP-H2 or CNDH2, N-terminal	CNDH2_N
33	2	6.0606060606060606	0.0021632613327853068	PF06292	2	106	16	1.0	6.25	0.5	0.5	0.0	5	6	6	Domain of Unknown Function (DUF1041)	DUF1041
27	1	3.7037037037037033	0.0010816306663926534	PF06293	1	177	27	1.0	3.704	0.0	1.0	0.0	10	11	6	Lipopolysaccharide kinase (Kdo/WaaP) family	Kdo
39	5	12.82051282051282	0.005408153331963267	PF06297	4	85	10	1.25	12.5	1.0	0.25	0.0	4	1	5	PET Domain	PET
26	9	34.61538461538461	0.009734675997533882	PF06311	2	83	13	4.5	34.615	4.0	0.5	0.0	10	4	0	NUMB domain	NumbF
164	4	2.4390243902439024	0.0043265226655706136	PF06312	4	208	41	1.0	2.439	0.5	0.5	0.0	18	14	10	Neurexophilin	Neurexophilin
11	2	18.181818181818183	0.0021632613327853068	PF06320	1	114	11	2.0	18.182	0.0	2.0	0.0	1	7	3	GCN5-like protein 1 (GCN5L1)	GCN5L1
28	4	14.285714285714285	0.0043265226655706136	PF06325	2	100	14	2.0	14.286	0.5	1.5	0.0	7	3	4	Ribosomal protein L11 methyltransferase (PrmA)	PrmA
19	3	15.789473684210526	0.0032448919991779606	PF06327	2	92	10	1.5	15.0	0.5	1.0	0.0	6	2	2	Domain of Unknown Function (DUF1053)	DUF1053
71	1	1.4084507042253522	0.0010816306663926534	PF06333	1	404	71	1.0	1.408	1.0	0.0	0.0	45	20	6	Mediator complex subunit 13 C-terminal domain	Med13_C
34	1	2.941176470588235	0.0010816306663926534	PF06337	1	194	34	1.0	2.941	0.0	0.0	1.0	15	11	8	DUSP domain	DUSP
93	14	15.053763440860216	0.01514282932949715	PF06365	3	203	31	4.67	15.065	3.67	1.0	0.0	16	11	4	CD34/Podocalyxin family	CD34_antigen
64	5	7.8125	0.005408153331963267	PF06367	3	198	21	1.67	7.952	0.33	0.33	1.0	9	8	5	Diaphanous FH3 Domain	Drf_FH3
133	8	6.015037593984962	0.008653045331141227	PF06371	5	201	27	1.6	5.926	0.8	0.6	0.2	14	8	5	Diaphanous GTPase-binding Domain	Drf_GBD
29	2	6.896551724137931	0.0021632613327853068	PF06372	1	167	29	2.0	6.897	2.0	0.0	0.0	13	11	5	Gemin6 protein	Gemin6
29	3	10.344827586206897	0.0032448919991779606	PF06374	2	104	14	1.5	10.714	1.0	0.0	0.5	2	4	9	NADH-ubiquinone oxidoreductase subunit b14.5b (NDUFC2)	NDUF_C2
16	4	25.0	0.0043265226655706136	PF06375	1	147	16	4.0	25.0	1.0	1.0	2.0	9	3	4	AP-3 complex subunit delta-1 	AP3D1
24	3	12.5	0.0032448919991779606	PF06384	2	78	12	1.5	12.5	1.5	0.0	0.0	6	4	2	Beta-catenin-interacting protein ICAT	ICAT
33	1	3.0303030303030303	0.0010816306663926534	PF06387	1	169	33	1.0	3.03	0.0	1.0	0.0	14	11	8	D1 dopamine receptor-interacting protein (calcyon)	Calcyon
20	1	5.0	0.0010816306663926534	PF06388	1	118	20	1.0	5.0	1.0	0.0	0.0	10	8	2	Protein of unknown function (DUF1075)	DUF1075
19	5	26.31578947368421	0.005408153331963267	PF06391	1	198	19	5.0	26.316	4.0	1.0	0.0	7	7	5	CDK-activating kinase assembly factor MAT1	MAT1
29	1	3.4482758620689653	0.0010816306663926534	PF06393	1	190	29	1.0	3.448	0.0	0.0	1.0	17	9	3	BH3 interacting domain (BID)	BID
26	4	15.384615384615385	0.0043265226655706136	PF06396	1	146	26	4.0	15.385	2.0	1.0	1.0	13	8	5	Angiotensin II, type I receptor-associated protein (AGTRAP)	AGTRAP
12	2	16.666666666666664	0.0021632613327853068	PF06399	1	83	12	2.0	16.667	0.0	0.0	2.0	4	4	4	GTP cyclohydrolase I feedback regulatory protein (GFRP)	GFRP
6	2	33.33333333333333	0.0021632613327853068	PF06400	1	114	6	2.0	33.333	2.0	0.0	0.0	4	0	2	Alpha-2-macroglobulin RAP, N-terminal domain	Alpha-2-MRAP_N
29	3	10.344827586206897	0.0032448919991779606	PF06401	1	213	29	3.0	10.345	3.0	0.0	0.0	17	8	4	Alpha-2-macroglobulin RAP, C-terminal domain 	Alpha-2-MRAP_C
31	1	3.225806451612903	0.0010816306663926534	PF06407	1	205	31	1.0	3.226	1.0	0.0	0.0	24	5	2	Borna disease virus P40 protein	BDV_P40
40	1	2.5	0.0010816306663926534	PF06409	1	266	40	1.0	2.5	0.0	0.0	1.0	18	17	5	Nuclear pore complex interacting protein (NPIP)	NPIP
37	4	10.81081081081081	0.0043265226655706136	PF06413	1	219	37	4.0	10.811	2.0	2.0	0.0	24	10	3	Neugrin	Neugrin
40	3	7.5	0.0032448919991779606	PF06418	1	271	40	3.0	7.5	1.0	0.0	2.0	17	14	9	CTP synthase N-terminus	CTP_synth_N
100	1	1.0	0.0010816306663926534	PF06419	1	601	100	1.0	1.0	1.0	0.0	0.0	43	42	15	Conserved oligomeric complex COG6	COG6
25	1	4.0	0.0010816306663926534	PF06423	1	163	25	1.0	4.0	1.0	0.0	0.0	16	6	3	GWT1	GWT1
18	1	5.555555555555555	0.0010816306663926534	PF06424	1	157	18	1.0	5.556	1.0	0.0	0.0	6	6	6	PRP1 splicing factor, N-terminal	PRP1_N
21	9	42.857142857142854	0.009734675997533882	PF06428	2	84	10	4.5	45.0	3.0	1.5	0.0	6	5	0	GDP/GTP exchange factor Sec2p	Sec2p
106	4	3.7735849056603774	0.0043265226655706136	PF06456	3	231	35	1.33	3.8	0.67	0.33	0.33	11	14	10	Arfaptin-like domain	Arfaptin
70	3	4.285714285714286	0.0032448919991779606	PF06459	2	278	35	1.5	4.286	0.5	0.5	0.5	17	10	8	Ryanodine Receptor TM 4-6	RR_TM4-6
59	12	20.33898305084746	0.012979567996711842	PF06464	3	116	20	4.0	20.0	2.0	1.0	1.0	10	6	4	DMAP1-binding Domain	DMAP_binding
5	2	40.0	0.0021632613327853068	PF06465	1	61	5	2.0	40.0	2.0	0.0	0.0	2	0	3	Domain of Unknown Function (DUF1087)	DUF1087
39	2	5.128205128205128	0.0021632613327853068	PF06466	1	253	39	2.0	5.128	2.0	0.0	0.0	19	10	10	PCAF (P300/CBP-associated factor) N-terminal domain	PCAF_N
106	3	2.8301886792452833	0.0032448919991779606	PF06467	2	254	53	1.5	2.83	0.5	0.5	0.5	26	17	10	MYM-type Zinc finger with FCS sequence motif	zf-FCS
22	1	4.545454545454546	0.0010816306663926534	PF06469	1	179	22	1.0	4.545	1.0	0.0	0.0	11	8	3	Domain of Unknown Function (DUF1088)	DUF1088
35	3	8.571428571428571	0.0032448919991779606	PF06470	2	122	18	1.5	8.333	0.5	0.5	0.5	5	8	4	SMC proteins Flexible Hinge Domain	SMC_hinge
52	1	1.9230769230769231	0.0010816306663926534	PF06472	1	275	52	1.0	1.923	0.0	1.0	0.0	19	18	15	ABC transporter transmembrane region 2	ABC_membrane_2
58	2	3.4482758620689653	0.0021632613327853068	PF06473	2	232	29	1.0	3.448	0.5	0.5	0.0	14	12	3	FGF binding protein 1 (FGF-BP1)	FGF-BP1
23	1	4.3478260869565215	0.0010816306663926534	PF06479	1	129	23	1.0	4.348	1.0	0.0	0.0	7	9	7	Ribonuclease 2-5A	Ribonuc_2-5A
43	1	2.3255813953488373	0.0010816306663926534	PF06482	1	308	43	1.0	2.326	1.0	0.0	0.0	25	11	7	Collagenase NC10 and Endostatin	Endostatin
254	8	3.149606299212598	0.008653045331141227	PF06484	3	337	85	2.67	3.141	2.67	0.0	0.0	49	26	9	Teneurin Intracellular Region	Ten_N
23	1	4.3478260869565215	0.0010816306663926534	PF06487	1	119	23	1.0	4.348	1.0	0.0	0.0	8	11	4	Sin3 associated polypeptide p18 (SAP18)	SAP18
101	5	4.9504950495049505	0.005408153331963267	PF06512	3	207	34	1.67	4.912	1.67	0.0	0.0	21	10	3	Sodium ion transport-associated	Na_trans_assoc
10	2	20.0	0.0021632613327853068	PF06522	1	68	10	2.0	20.0	1.0	0.0	1.0	3	3	4	NADH-ubiquinone reductase complex 1 MLRQ subunit	B12D
46	5	10.869565217391305	0.005408153331963267	PF06524	1	300	46	5.0	10.87	4.0	1.0	0.0	24	15	7	NOA36 protein	NOA36
86	8	9.30232558139535	0.008653045331141227	PF06529	1	332	86	8.0	9.302	8.0	0.0	0.0	60	16	10	Vertebrate interleukin-3 regulated transcription factor	Vert_IL3-reg_TF
67	3	4.477611940298507	0.0032448919991779606	PF06535	2	182	34	1.5	4.412	0.5	1.0	0.0	16	14	4	Repulsive guidance molecule (RGM) N-terminus	RGM_N
7	2	28.57142857142857	0.0021632613327853068	PF06540	1	61	7	2.0	28.571	2.0	0.0	0.0	6	1	0	Galanin message associated peptide (GMAP)	GMAP
28	3	10.714285714285714	0.0032448919991779606	PF06544	2	126	14	1.5	10.714	1.5	0.0	0.0	6	4	3	Protein of unknown function (DUF1115)	DUF1115
130	16	12.307692307692308	0.017306090662282454	PF06546	2	284	65	8.0	12.308	6.0	2.0	0.0	44	16	5	Vertebrate heat shock transcription factor	Vert_HS_TF
82	17	20.73170731707317	0.01838772132867511	PF06553	2	197	41	8.5	20.732	8.0	0.5	0.0	32	7	2	BNIP3	BNIP3
64	1	1.5625	0.0010816306663926534	PF06565	1	371	64	1.0	1.562	1.0	0.0	0.0	22	16	26	DUF1126 PH-like domain	DUF1126
43	1	2.3255813953488373	0.0010816306663926534	PF06566	1	245	43	1.0	2.326	1.0	0.0	0.0	21	17	5	Chondroitin sulphate attachment domain	Chon_Sulph_att
44	2	4.545454545454546	0.0021632613327853068	PF06581	1	265	44	2.0	4.545	2.0	0.0	0.0	22	14	8	Mad1 and Cdc20-bound-Mad2 binding	p31comet
136	10	7.352941176470589	0.010816306663926535	PF06583	2	301	68	5.0	7.353	3.5	1.0	0.5	42	22	4	Neogenin C-terminus	Neogenin_C
11	3	27.27272727272727	0.0032448919991779606	PF06584	1	105	11	3.0	27.273	3.0	0.0	0.0	6	4	1	DIRP	DIRP
375	15	4.0	0.016224459995889805	PF06602	6	368	62	2.5	4.032	1.33	0.83	0.33	37	14	11	Myotubularin-like phosphatase domain	Myotub-related
21	2	9.523809523809524	0.0021632613327853068	PF06607	2	88	10	1.0	10.0	0.0	1.0	0.0	5	5	0	Prokineticin	Prokineticin
29	6	20.689655172413794	0.006489783998355921	PF06614	1	172	29	6.0	20.69	2.0	4.0	0.0	13	16	0	Neuromodulin	Neuromodulin
101	20	19.801980198019802	0.02163261332785307	PF06617	3	198	34	6.67	19.618	6.0	0.67	0.0	24	9	1	M-phase inducer phosphatase	M-inducer_phosp
128	4	3.125	0.0043265226655706136	PF06621	2	307	64	2.0	3.125	1.5	0.5	0.0	39	14	10	Single-minded protein C-terminus	SIM_C
3	1	33.33333333333333	0.0010816306663926534	PF06625	1	112	3	1.0	33.333	1.0	0.0	0.0	2	1	0	Protein of unknown function (DUF1151)	DUF1151
58	12	20.689655172413794	0.012979567996711842	PF06632	1	334	58	12.0	20.69	9.0	3.0	0.0	34	18	6	DNA double-strand break repair and V(D)J recombination protein XRCC4	XRCC4
54	3	5.555555555555555	0.0032448919991779606	PF06637	1	440	54	3.0	5.556	2.0	1.0	0.0	30	14	10	PV-1 protein (PLVAP)	PV-1
155	8	5.161290322580645	0.008653045331141227	PF06638	2	501	78	4.0	5.128	3.0	0.5	0.5	35	26	16	Strabismus protein	Strabismus
36	2	5.555555555555555	0.0021632613327853068	PF06644	1	243	36	2.0	5.556	2.0	0.0	0.0	11	15	10	ATP11 protein	ATP11
10	1	10.0	0.0010816306663926534	PF06657	1	74	10	1.0	10.0	1.0	0.0	0.0	5	4	1	Centrosome microtubule-binding domain of Cep57	Cep57_MT_bd
14	1	7.142857142857142	0.0010816306663926534	PF06658	1	137	14	1.0	7.143	1.0	0.0	0.0	9	2	3	Protein of unknown function (DUF1168)	DUF1168
114	8	7.017543859649122	0.008653045331141227	PF06663	3	176	38	2.67	7.026	2.67	0.0	0.0	21	8	9	Protein of unknown function (DUF1170)	DUF1170
66	3	4.545454545454546	0.0032448919991779606	PF06668	2	188	33	1.5	4.545	0.5	1.0	0.0	14	16	4	Inter-alpha-trypsin inhibitor heavy chain C-terminus	ITI_HC_C
27	1	3.7037037037037033	0.0010816306663926534	PF06679	1	154	27	1.0	3.704	0.0	1.0	0.0	15	10	2	Protein of unknown function (DUF1180)	DUF1180
83	2	2.4096385542168677	0.0021632613327853068	PF06682	1	322	83	2.0	2.41	2.0	0.0	0.0	34	23	26	SOCE-associated regulatory factor of calcium homoeostasis	SARAF
15	1	6.666666666666667	0.0010816306663926534	PF06701	1	124	15	1.0	6.667	0.0	0.0	1.0	8	3	4	Mib_herc2	MIB_HERC2
